"","equipo","modelo","modelado","semilla","gota1","gota2","gota3","lerner","epocas","exactitud","precision","precision_secundaria","f1","recall"
"1","LAC","modelo_4","no_profunda",4170,0.3,0.2,NA,0.06,20,0.737373737373737,0.808823529411765,0.580645161290323,0.808823529411765,0.808823529411765
"2","LAC","modelo_4","no_profunda",3951,0.3,0.2,NA,0.06,20,0.777777777777778,0.838235294117647,0.645161290322581,0.838235294117647,0.838235294117647
"3","LAC","modelo_4","no_profunda",5491,0.3,0.2,NA,0.06,20,0.818181818181818,0.867647058823529,0.709677419354839,0.867647058823529,0.867647058823529
"4","LAC","modelo_4","no_profunda",1762,0.3,0.2,NA,0.06,20,0.737373737373737,0.808823529411765,0.580645161290323,0.808823529411765,0.808823529411765
"5","LAC","modelo_4","no_profunda",3409,0.3,0.2,NA,0.06,20,0.757575757575758,0.823529411764706,0.612903225806452,0.823529411764706,0.823529411764706
"6","LAC","modelo_4","no_profunda",3980,0.3,0.2,NA,0.06,20,0.797979797979798,0.852941176470588,0.67741935483871,0.852941176470588,0.852941176470588
"7","LAC","modelo_4","no_profunda",1383,0.3,0.2,NA,0.06,20,0.737373737373737,0.808823529411765,0.580645161290323,0.808823529411765,0.808823529411765
"8","LAC","modelo_4","no_profunda",768,0.3,0.2,NA,0.06,20,0.777777777777778,0.838235294117647,0.645161290322581,0.838235294117647,0.838235294117647
"9","LAC","modelo_4","no_profunda",1058,0.3,0.2,NA,0.06,20,0.757575757575758,0.823529411764706,0.612903225806452,0.823529411764706,0.823529411764706
"10","LAC","modelo_4","no_profunda",8585,0.3,0.2,NA,0.06,20,0.737373737373737,0.808823529411765,0.580645161290323,0.808823529411765,0.808823529411765
"11","LAC","modelo_4","no_profunda",564,0.3,0.2,NA,0.06,20,0.717171717171717,0.794117647058823,0.548387096774194,0.794117647058823,0.794117647058823
"12","LAC","modelo_4","no_profunda",2478,0.3,0.2,NA,0.06,20,0.797979797979798,0.852941176470588,0.67741935483871,0.852941176470588,0.852941176470588
"13","LAC","modelo_4","no_profunda",9481,0.3,0.2,NA,0.06,20,0.777777777777778,0.838235294117647,0.645161290322581,0.838235294117647,0.838235294117647
"14","LAC","modelo_4","no_profunda",5701,0.3,0.2,NA,0.06,20,0.777777777777778,0.838235294117647,0.645161290322581,0.838235294117647,0.838235294117647
"15","LAC","modelo_4","no_profunda",8455,0.3,0.2,NA,0.06,20,0.777777777777778,0.838235294117647,0.645161290322581,0.838235294117647,0.838235294117647
"16","LAC","modelo_4","no_profunda",6401,0.3,0.2,NA,0.06,20,0.757575757575758,0.823529411764706,0.612903225806452,0.823529411764706,0.823529411764706
"17","LAC","modelo_4","no_profunda",3291,0.3,0.2,NA,0.06,20,0.595959595959596,0.705882352941177,0.354838709677419,0.705882352941177,0.705882352941177
"18","LAC","modelo_4","no_profunda",9579,0.3,0.2,NA,0.06,20,0.797979797979798,0.852941176470588,0.67741935483871,0.852941176470588,0.852941176470588
"19","LAC","modelo_4","no_profunda",1438,0.3,0.2,NA,0.06,20,0.757575757575758,0.823529411764706,0.612903225806452,0.823529411764706,0.823529411764706
"20","LAC","modelo_4","no_profunda",3142,0.3,0.2,NA,0.06,20,0.757575757575758,0.823529411764706,0.612903225806452,0.823529411764706,0.823529411764706
