"","equipo","modelo","modelado","semilla","gota1","gota2","gota3","lerner","epocas","exactitud","precision","precision_secundaria","f1","recall"
"1","BAL","modelo_2","profunda",4170,0.2,0.3,0.3,0.05,20,0.594059405940594,0.642857142857143,0.533333333333333,0.63716814159292,0.631578947368421
"2","BAL","modelo_2","profunda",3951,0.2,0.3,0.3,0.05,20,0.693069306930693,0.732142857142857,0.644444444444444,0.725663716814159,0.719298245614035
"3","BAL","modelo_2","profunda",5491,0.2,0.3,0.3,0.05,20,0.653465346534653,0.696428571428571,0.6,0.690265486725664,0.684210526315789
"4","BAL","modelo_2","profunda",1762,0.2,0.3,0.3,0.05,20,0.693069306930693,0.732142857142857,0.644444444444444,0.725663716814159,0.719298245614035
"5","BAL","modelo_2","profunda",3409,0.2,0.3,0.3,0.05,20,0.613861386138614,0.660714285714286,0.555555555555556,0.654867256637168,0.649122807017544
"6","BAL","modelo_2","profunda",3980,0.2,0.3,0.3,0.05,20,0.732673267326733,0.767857142857143,0.688888888888889,0.761061946902655,0.754385964912281
"7","BAL","modelo_2","profunda",1383,0.2,0.3,0.3,0.05,20,0.633663366336634,0.678571428571429,0.577777777777778,0.672566371681416,0.666666666666667
"8","BAL","modelo_2","profunda",768,0.2,0.3,0.3,0.05,20,0.574257425742574,0.625,0.511111111111111,0.619469026548673,0.614035087719298
"9","BAL","modelo_2","profunda",1058,0.2,0.3,0.3,0.05,20,0.673267326732673,0.714285714285714,0.622222222222222,0.707964601769911,0.701754385964912
"10","BAL","modelo_2","profunda",8585,0.2,0.3,0.3,0.05,20,0.653465346534653,0.696428571428571,0.6,0.690265486725664,0.684210526315789
"11","BAL","modelo_2","profunda",564,0.2,0.3,0.3,0.05,20,0.613861386138614,0.660714285714286,0.555555555555556,0.654867256637168,0.649122807017544
"12","BAL","modelo_2","profunda",2478,0.2,0.3,0.3,0.05,20,0.455445544554455,0.517857142857143,0.377777777777778,0.513274336283186,0.508771929824561
"13","BAL","modelo_2","profunda",9481,0.2,0.3,0.3,0.05,20,0.613861386138614,0.660714285714286,0.555555555555556,0.654867256637168,0.649122807017544
"14","BAL","modelo_2","profunda",5701,0.2,0.3,0.3,0.05,20,0.712871287128713,0.75,0.666666666666667,0.743362831858407,0.736842105263158
"15","BAL","modelo_2","profunda",8455,0.2,0.3,0.3,0.05,20,0.673267326732673,0.714285714285714,0.622222222222222,0.707964601769911,0.701754385964912
"16","BAL","modelo_2","profunda",6401,0.2,0.3,0.3,0.05,20,0.574257425742574,0.625,0.511111111111111,0.619469026548673,0.614035087719298
"17","BAL","modelo_2","profunda",3291,0.2,0.3,0.3,0.05,20,0.693069306930693,0.732142857142857,0.644444444444444,0.725663716814159,0.719298245614035
"18","BAL","modelo_2","profunda",9579,0.2,0.3,0.3,0.05,20,0.693069306930693,0.732142857142857,0.644444444444444,0.725663716814159,0.719298245614035
"19","BAL","modelo_2","profunda",1438,0.2,0.3,0.3,0.05,20,0.613861386138614,0.660714285714286,0.555555555555556,0.654867256637168,0.649122807017544
"20","BAL","modelo_2","profunda",3142,0.2,0.3,0.3,0.05,20,0.633663366336634,0.678571428571429,0.577777777777778,0.672566371681416,0.666666666666667
