"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"PIT","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.578947368421053,0.682539682539683,0.375,NA,0.682539682539683,0.682539682539683
"PIT","modelo_1","grid","0.01","0.7","15","5","5","NA","0.659348056299164",0.568421052631579,0.674603174603175,0.359375,0.659348056299164,0.674603174603175,0.674603174603175
"PIT","modelo_1","bayesiana","0.101946840867016","0.790149265251122","21","6","4","0.737461800773821","NA",0.592631578947368,0.692857142857143,0.3953125,NA,0.692857142857143,0.692857142857143
"PIT","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.642105263157895,0.73015873015873,0.46875,NA,0.73015873015873,0.73015873015873
"PIT","modelo_2","grid","0.03","0.5","15","10","3","NA","0.721569687509991",0.713684210526316,0.784126984126984,0.575,0.721569687509991,0.784126984126984,0.784126984126984
"PIT","modelo_2","bayesiana","0.0870987765796343","0.784955145578925","50","32","3","0.792645965402736","NA",0.690526315789474,0.766666666666667,0.540625,NA,0.766666666666667,0.766666666666667
"PIT","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.642105263157895,0.73015873015873,0.46875,NA,0.73015873015873,0.73015873015873
"PIT","modelo_3","grid","0.03","0.5","15","10","3","NA","0.721569687509991",0.714736842105263,0.784920634920635,0.5765625,0.721569687509991,0.784920634920635,0.784920634920635
"PIT","modelo_3","bayesiana","0.0660692873785552","0.704795365800429","20","14","8","0.792755947136113","NA",0.666315789473684,0.748412698412698,0.5046875,NA,0.748412698412698,0.748412698412698
"PIT","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.578947368421053,0.682539682539683,0.375,NA,0.682539682539683,0.682539682539683
"PIT","modelo_4","grid","0.01","0.7","15","5","5","NA","0.659348056299164",0.572631578947368,0.677777777777778,0.365625,0.659348056299164,0.677777777777778,0.677777777777778
"PIT","modelo_4","bayesiana","0.169193192113265","0.532506542903278","24","11","6","0.734990885531702","NA",0.557894736842105,0.666666666666667,0.34375,NA,0.666666666666667,0.666666666666667
