"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"TEN","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.609756097560976,0.578947368421053,0.636363636363636,NA,0.578947368421053,0.578947368421053
"TEN","modelo_1","grid","0.05","0.7","15","20","9","NA","0.675254727011604",0.641463414634146,0.613157894736842,0.665909090909091,0.675254727011604,0.613157894736842,0.613157894736842
"TEN","modelo_1","bayesiana","0.141611024979809","0.567896245872602","21","9","3","0.742407083224422","NA",0.634146341463415,0.605263157894737,0.659090909090909,NA,0.605263157894737,0.605263157894737
"TEN","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.731707317073171,0.710526315789474,0.75,NA,0.710526315789474,0.710526315789474
"TEN","modelo_2","grid","0.03","0.7","15","35","3","NA","0.736432656532717",0.66219512195122,0.635526315789474,0.685227272727273,0.736432656532717,0.635526315789474,0.635526315789474
"TEN","modelo_2","bayesiana","0.08320184101993","0.771712652377407","32","36","8","0.809117714508552","NA",0.671951219512195,0.646052631578947,0.694318181818182,NA,0.646052631578947,0.646052631578947
"TEN","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.731707317073171,0.710526315789474,0.75,NA,0.710526315789474,0.710526315789474
"TEN","modelo_3","grid","0.03","0.7","15","35","3","NA","0.736432656532717",0.665853658536585,0.639473684210526,0.688636363636364,0.736432656532717,0.639473684210526,0.639473684210526
"TEN","modelo_3","bayesiana","0.186077226842514","0.5457214843316","22","11","3","0.823182216256834","NA",0.691463414634146,0.667105263157895,0.7125,NA,0.667105263157895,0.667105263157895
"TEN","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.609756097560976,0.578947368421053,0.636363636363636,NA,0.578947368421053,0.578947368421053
"TEN","modelo_4","grid","0.05","0.7","15","20","9","NA","0.675254727011604",0.641463414634146,0.613157894736842,0.665909090909091,0.675254727011604,0.613157894736842,0.613157894736842
"TEN","modelo_4","bayesiana","0.149073108405457","0.685435958476737","39","10","4","0.743863728191001","NA",0.625609756097561,0.596052631578947,0.651136363636364,NA,0.596052631578947,0.596052631578947
