"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"DET","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.659574468085106,0.714285714285714,0.578947368421053,NA,0.714285714285714,0.714285714285714
"DET","modelo_1","grid","0.01","0.5","15","25","3","NA","0.630527295629154",0.653191489361702,0.708928571428571,0.571052631578947,0.630527295629154,0.708928571428571,0.708928571428571
"DET","modelo_1","bayesiana","0.0625756223570928","0.740773871768732","46","10","4","0.700045825516295","NA",0.658510638297872,0.713392857142857,0.577631578947368,NA,0.713392857142857,0.713392857142857
"DET","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.617021276595745,0.678571428571429,0.526315789473684,NA,0.678571428571429,0.678571428571429
"DET","modelo_2","grid","0.01","0.7","15","40","5","NA","0.668393748683031",0.63936170212766,0.697321428571429,0.553947368421053,0.668393748683031,0.697321428571429,0.697321428571429
"DET","modelo_2","bayesiana","0.0326449141012781","0.692404245753633","27","28","4","0.761472780571394","NA",0.687234042553192,0.7375,0.613157894736842,NA,0.7375,0.7375
"DET","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.617021276595745,0.678571428571429,0.526315789473684,NA,0.678571428571429,0.678571428571429
"DET","modelo_3","grid","0.01","0.7","15","40","5","NA","0.668393748683031",0.641489361702128,0.699107142857143,0.556578947368421,0.668393748683031,0.699107142857143,0.699107142857143
"DET","modelo_3","bayesiana","0.0798324804756488","0.507829302668385","43","40","5","0.760206483157681","NA",0.674468085106383,0.726785714285714,0.597368421052632,NA,0.726785714285714,0.726785714285714
"DET","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.659574468085106,0.714285714285714,0.578947368421053,NA,0.714285714285714,0.714285714285714
"DET","modelo_4","grid","0.01","0.5","15","25","3","NA","0.630527295629154",0.65,0.70625,0.567105263157895,0.630527295629154,0.70625,0.70625
"DET","modelo_4","bayesiana","0.051886712195375","0.625010419876594","49","5","4","0.70927216119199","NA",0.654255319148936,0.709821428571429,0.572368421052632,NA,0.709821428571429,0.709821428571429
