"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"CAR","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.577777777777778,0.648148148148148,0.472222222222222,NA,0.648148148148148,0.648148148148148
"CAR","modelo_1","grid","0.05","0.6","15","15","7","NA","0.673960377662124",0.59,0.658333333333333,0.4875,0.673960377662124,0.658333333333333,0.658333333333333
"CAR","modelo_1","bayesiana","0.0485376576611889","0.558042977298796","43","23","5","0.729099655594315","NA",0.612222222222222,0.676851851851852,0.515277777777778,NA,0.676851851851852,0.676851851851852
"CAR","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.6,0.666666666666667,0.5,NA,0.666666666666667,0.666666666666667
"CAR","modelo_2","grid","0.05","0.8","15","35","3","NA","0.685255039389686",0.595555555555556,0.662962962962963,0.494444444444444,0.685255039389686,0.662962962962963,0.662962962962963
"CAR","modelo_2","bayesiana","0.135699320107119","0.691019354681019","45","21","8","0.739696002461821","NA",0.592222222222222,0.660185185185185,0.490277777777778,NA,0.660185185185185,0.660185185185185
"CAR","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.6,0.666666666666667,0.5,NA,0.666666666666667,0.666666666666667
"CAR","modelo_3","grid","0.05","0.8","15","35","3","NA","0.685255039389686",0.597777777777778,0.664814814814815,0.497222222222222,0.685255039389686,0.664814814814815,0.664814814814815
"CAR","modelo_3","bayesiana","0.0489433512197854","0.782496122181043","43","33","9","0.731208647318671","NA",0.555555555555556,0.62962962962963,0.444444444444444,NA,0.62962962962963,0.62962962962963
"CAR","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.577777777777778,0.648148148148148,0.472222222222222,NA,0.648148148148148,0.648148148148148
"CAR","modelo_4","grid","0.05","0.6","15","15","7","NA","0.673960377662124",0.592222222222222,0.660185185185185,0.490277777777778,0.673960377662124,0.660185185185185,0.660185185185185
"CAR","modelo_4","bayesiana","0.0270094124643365","0.502580065564252","25","11","5","0.733300993264408","NA",0.62,0.683333333333333,0.525,NA,0.683333333333333,0.683333333333333
