"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"CLE","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.623762376237624,0.641509433962264,0.604166666666667,NA,0.641509433962264,0.641509433962264
"CLE","modelo_1","grid","0.05","0.6","15","5","3","NA","0.700027245655618",0.666336633663366,0.682075471698113,0.648958333333333,0.700027245655618,0.682075471698113,0.682075471698113
"CLE","modelo_1","bayesiana","0.195678831919166","0.701734350397065","19","14","4","0.7701083695048","NA",0.616831683168317,0.634905660377358,0.596875,NA,0.634905660377358,0.634905660377358
"CLE","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.663366336633663,0.679245283018868,0.645833333333333,NA,0.679245283018868,0.679245283018868
"CLE","modelo_2","grid","0.01","0.5","15","5","3","NA","0.709956180019741",0.677227722772277,0.692452830188679,0.660416666666667,0.709956180019741,0.692452830188679,0.692452830188679
"CLE","modelo_2","bayesiana","0.165969080855488","0.85852640166413","40","12","5","0.797548168558972","NA",0.662376237623762,0.678301886792453,0.644791666666667,NA,0.678301886792453,0.678301886792453
"CLE","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.663366336633663,0.679245283018868,0.645833333333333,NA,0.679245283018868,0.679245283018868
"CLE","modelo_3","grid","0.01","0.5","15","5","3","NA","0.709956180019741",0.678217821782178,0.693396226415094,0.661458333333333,0.709956180019741,0.693396226415094,0.693396226415094
"CLE","modelo_3","bayesiana","0.195678831919166","0.701734350397065","19","14","4","0.802802681358811","NA",0.664356435643564,0.680188679245283,0.646875,NA,0.680188679245283,0.680188679245283
"CLE","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.623762376237624,0.641509433962264,0.604166666666667,NA,0.641509433962264,0.641509433962264
"CLE","modelo_4","grid","0.05","0.6","15","5","3","NA","0.700027245655618",0.669306930693069,0.684905660377358,0.652083333333333,0.700027245655618,0.684905660377358,0.684905660377358
"CLE","modelo_4","bayesiana","0.165969080855488","0.85852640166413","40","12","5","0.779313350799232","NA",0.62970297029703,0.647169811320755,0.610416666666667,NA,0.647169811320755,0.647169811320755
