"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"NO","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.62962962962963,0.696969696969697,0.523809523809524,NA,0.696969696969697,0.696969696969697
"NO","modelo_1","grid","0.01","0.7","30","5","5","NA","0.699098058626189",0.714814814814815,0.766666666666667,0.633333333333333,0.699098058626189,0.766666666666667,0.766666666666667
"NO","modelo_1","bayesiana","0.0453120594027163","0.80332561553315","18","7","3","0.775037696671664","NA",0.725,0.775,0.646428571428571,NA,0.775,0.775
"NO","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.777777777777778,0.818181818181818,0.714285714285714,NA,0.818181818181818,0.818181818181818
"NO","modelo_2","grid","0.03","0.5","15","5","3","NA","0.775010235445807",0.808333333333333,0.843181818181818,0.753571428571429,0.775010235445807,0.843181818181818,0.843181818181818
"NO","modelo_2","bayesiana","0.139678202193696","0.891792100723833","18","8","4","0.862715499517593","NA",0.773148148148148,0.814393939393939,0.708333333333333,NA,0.814393939393939,0.814393939393939
"NO","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.777777777777778,0.818181818181818,0.714285714285714,NA,0.818181818181818,0.818181818181818
"NO","modelo_3","grid","0.03","0.5","15","5","3","NA","0.775010235445807",0.812037037037037,0.846212121212121,0.758333333333333,0.775010235445807,0.846212121212121,0.846212121212121
"NO","modelo_3","bayesiana","0.129878859012749","0.665181289791036","26","10","6","0.866199664929555","NA",0.771296296296296,0.812878787878788,0.705952380952381,NA,0.812878787878788,0.812878787878788
"NO","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.62962962962963,0.696969696969697,0.523809523809524,NA,0.696969696969697,0.696969696969697
"NO","modelo_4","grid","0.01","0.7","30","5","5","NA","0.699098058626189",0.715740740740741,0.767424242424242,0.63452380952381,0.699098058626189,0.767424242424242,0.767424242424242
"NO","modelo_4","bayesiana","0.139678202193696","0.891792100723833","18","8","4","0.774209947902869","NA",0.677777777777778,0.736363636363636,0.585714285714286,NA,0.736363636363636,0.736363636363636
