"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"PHI","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.636363636363636,0.666666666666667,0.6,NA,0.666666666666667,0.666666666666667
"PHI","modelo_1","grid","0.03","0.9","15","15","5","NA","0.68142966360539",0.690909090909091,0.716666666666667,0.66,0.68142966360539,0.716666666666667,0.716666666666667
"PHI","modelo_1","bayesiana","0.0574343173031276","0.628201959603559","37","16","3","0.72270725594474","NA",0.691919191919192,0.717592592592593,0.661111111111111,NA,0.717592592592593,0.717592592592593
"PHI","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.676767676767677,0.703703703703704,0.644444444444444,NA,0.703703703703704,0.703703703703704
"PHI","modelo_2","grid","0.01","0.7","15","15","5","NA","0.69145774202576",0.722222222222222,0.74537037037037,0.694444444444444,0.69145774202576,0.74537037037037,0.74537037037037
"PHI","modelo_2","bayesiana","0.161628931253076","0.638094247962144","31","34","9","0.755298884305819","NA",0.680808080808081,0.707407407407407,0.648888888888889,NA,0.707407407407407,0.707407407407407
"PHI","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.676767676767677,0.703703703703704,0.644444444444444,NA,0.703703703703704,0.703703703703704
"PHI","modelo_3","grid","0.01","0.7","15","15","5","NA","0.69145774202576",0.729292929292929,0.751851851851852,0.702222222222222,0.69145774202576,0.751851851851852,0.751851851851852
"PHI","modelo_3","bayesiana","0.178300036095995","0.569494969544932","25","38","9","0.755413046370961","NA",0.673737373737374,0.700925925925926,0.641111111111111,NA,0.700925925925926,0.700925925925926
"PHI","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.636363636363636,0.666666666666667,0.6,NA,0.666666666666667,0.666666666666667
"PHI","modelo_4","grid","0.03","0.9","15","15","5","NA","0.68142966360539",0.690909090909091,0.716666666666667,0.66,0.68142966360539,0.716666666666667,0.716666666666667
"PHI","modelo_4","bayesiana","0.182002027045561","0.575454437607806","33","37","6","0.728740019168094","NA",0.657575757575758,0.686111111111111,0.623333333333333,NA,0.686111111111111,0.686111111111111
