"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"SF","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.595505617977528,0.647058823529412,0.526315789473684,NA,0.647058823529412,0.647058823529412
"SF","modelo_1","grid","0.01","0.9","15","5","3","NA","0.698171708680893",0.713483146067416,0.75,0.664473684210526,0.698171708680893,0.75,0.75
"SF","modelo_1","bayesiana","0.164141925718569","0.837578719199478","38","12","4","0.797293240646238","NA",0.614606741573034,0.663725490196078,0.548684210526316,NA,0.663725490196078,0.663725490196078
"SF","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.595505617977528,0.647058823529412,0.526315789473684,NA,0.647058823529412,0.647058823529412
"SF","modelo_2","grid","0.01","0.6","30","10","7","NA","0.720467144694069",0.658426966292135,0.701960784313726,0.6,0.720467144694069,0.701960784313726,0.701960784313726
"SF","modelo_2","bayesiana","0.0669109843575861","0.568355959695764","16","28","7","0.792112867458781","NA",0.631460674157303,0.67843137254902,0.568421052631579,NA,0.67843137254902,0.67843137254902
"SF","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.595505617977528,0.647058823529412,0.526315789473684,NA,0.647058823529412,0.647058823529412
"SF","modelo_3","grid","0.01","0.6","30","10","7","NA","0.720467144694069",0.653932584269663,0.698039215686274,0.594736842105263,0.720467144694069,0.698039215686274,0.698039215686274
"SF","modelo_3","bayesiana","0.0704838589296979","0.790145114128664","47","37","9","0.786555553298673","NA",0.674157303370786,0.715686274509804,0.618421052631579,NA,0.715686274509804,0.715686274509804
"SF","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.595505617977528,0.647058823529412,0.526315789473684,NA,0.647058823529412,0.647058823529412
"SF","modelo_4","grid","0.01","0.9","15","5","3","NA","0.698171708680893",0.713483146067416,0.75,0.664473684210526,0.698171708680893,0.75,0.75
"SF","modelo_4","bayesiana","0.165783803625498","0.897969031664543","36","6","3","0.788004368160895","NA",0.614606741573034,0.663725490196078,0.548684210526316,NA,0.663725490196078,0.663725490196078
