"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"MIA","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.722772277227723,0.791044776119403,0.588235294117647,NA,0.791044776119403,0.791044776119403
"MIA","modelo_1","grid","0.01","0.9","15","10","5","NA","0.68526192847002",0.736633663366337,0.801492537313433,0.608823529411765,0.68526192847002,0.801492537313433,0.801492537313433
"MIA","modelo_1","bayesiana","0.168658005791882","0.752135025824409","38","21","3","0.783753153859537","NA",0.669306930693069,0.750746268656716,0.508823529411765,NA,0.750746268656716,0.750746268656716
"MIA","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.742574257425743,0.805970149253731,0.617647058823529,NA,0.805970149253731,0.805970149253731
"MIA","modelo_2","grid","0.03","0.5","15","5","3","NA","0.737912107169706",0.759405940594059,0.81865671641791,0.642647058823529,0.737912107169706,0.81865671641791,0.81865671641791
"MIA","modelo_2","bayesiana","0.173370309665499","0.707414805054756","27","21","3","0.83853038470963","NA",0.708910891089109,0.780597014925373,0.567647058823529,NA,0.780597014925373,0.780597014925373
"MIA","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.742574257425743,0.805970149253731,0.617647058823529,NA,0.805970149253731,0.805970149253731
"MIA","modelo_3","grid","0.03","0.5","15","5","3","NA","0.737912107169706",0.762376237623762,0.82089552238806,0.647058823529412,0.737912107169706,0.82089552238806,0.82089552238806
"MIA","modelo_3","bayesiana","0.120613658035402","0.791005630555221","30","22","4","0.830295592848012","NA",0.734653465346535,0.8,0.605882352941177,NA,0.8,0.8
"MIA","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.722772277227723,0.791044776119403,0.588235294117647,NA,0.791044776119403,0.791044776119403
"MIA","modelo_4","grid","0.01","0.9","15","10","5","NA","0.68526192847002",0.736633663366337,0.801492537313433,0.608823529411765,0.68526192847002,0.801492537313433,0.801492537313433
"MIA","modelo_4","bayesiana","0.09649313399042","0.761391977812816","40","18","9","0.786110118885603","NA",0.692079207920792,0.767910447761194,0.542647058823529,NA,0.767910447761194,0.767910447761194
