"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"BAL","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.702970297029703,0.732142857142857,0.666666666666667,NA,0.732142857142857,0.732142857142857
"BAL","modelo_1","grid","0.2","0.9","15","20","3","NA","0.688292002492152",0.724752475247525,0.751785714285714,0.691111111111111,0.688292002492152,0.751785714285714,0.751785714285714
"BAL","modelo_1","bayesiana","0.0720300844825688","0.6913628274424","44","29","7","0.765414600935225","NA",0.706930693069307,0.735714285714286,0.671111111111111,NA,0.735714285714286,0.735714285714286
"BAL","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.762376237623762,0.785714285714286,0.733333333333333,NA,0.785714285714286,0.785714285714286
"BAL","modelo_2","grid","0.03","0.6","15","15","3","NA","0.723063045902433",0.774257425742574,0.796428571428571,0.746666666666667,0.723063045902433,0.796428571428571,0.796428571428571
"BAL","modelo_2","bayesiana","0.0444764112303848","0.77881031605415","27","6","3","0.827300913134661","NA",0.777227722772277,0.799107142857143,0.75,NA,0.799107142857143,0.799107142857143
"BAL","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.762376237623762,0.785714285714286,0.733333333333333,NA,0.785714285714286,0.785714285714286
"BAL","modelo_3","grid","0.03","0.6","15","15","3","NA","0.723063045902433",0.776237623762376,0.798214285714286,0.748888888888889,0.723063045902433,0.798214285714286,0.798214285714286
"BAL","modelo_3","bayesiana","0.0905457876969097","0.88940039688299","33","7","6","0.814485724146085","NA",0.761386138613861,0.784821428571429,0.732222222222222,NA,0.784821428571429,0.784821428571429
"BAL","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.702970297029703,0.732142857142857,0.666666666666667,NA,0.732142857142857,0.732142857142857
"BAL","modelo_4","grid","0.2","0.9","15","20","3","NA","0.688292002492152",0.726732673267327,0.753571428571429,0.693333333333333,0.688292002492152,0.753571428571429,0.753571428571429
"BAL","modelo_4","bayesiana","0.126016709566766","0.855877542688046","22","34","7","0.764168643607483","NA",0.735643564356436,0.761607142857143,0.703333333333333,NA,0.761607142857143,0.761607142857143
