"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"NYG","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.695652173913043,0.730769230769231,0.65,NA,0.730769230769231,0.730769230769231
"NYG","modelo_1","grid","0.03","0.9","15","20","3","NA","0.67229941024226",0.690217391304348,0.725961538461538,0.64375,0.67229941024226,0.725961538461538,0.725961538461538
"NYG","modelo_1","bayesiana","0.175908357060708","0.854020512158331","50","19","4","0.765621362062906","NA",0.652173913043478,0.692307692307692,0.6,NA,0.692307692307692,0.692307692307692
"NYG","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.695652173913043,0.730769230769231,0.65,NA,0.730769230769231,0.730769230769231
"NYG","modelo_2","grid","0.01","0.5","15","10","3","NA","0.710621637264853",0.675,0.7125,0.62625,0.710621637264853,0.7125,0.7125
"NYG","modelo_2","bayesiana","0.176164243300445","0.807258995505981","17","25","3","0.809242960056465","NA",0.675,0.7125,0.62625,NA,0.7125,0.7125
"NYG","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.695652173913043,0.730769230769231,0.65,NA,0.730769230769231,0.730769230769231
"NYG","modelo_3","grid","0.01","0.5","15","10","3","NA","0.710621637264853",0.669565217391304,0.707692307692308,0.62,0.710621637264853,0.707692307692308,0.707692307692308
"NYG","modelo_3","bayesiana","0.176164243300445","0.807258995505981","17","25","3","0.806407181718209","NA",0.680434782608696,0.717307692307692,0.6325,NA,0.717307692307692,0.717307692307692
"NYG","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.695652173913043,0.730769230769231,0.65,NA,0.730769230769231,0.730769230769231
"NYG","modelo_4","grid","0.03","0.9","15","20","3","NA","0.67229941024226",0.697826086956522,0.732692307692308,0.6525,0.67229941024226,0.732692307692308,0.732692307692308
"NYG","modelo_4","bayesiana","0.183696915805507","0.541648452437483","26","23","3","0.763459481472425","NA",0.646739130434783,0.6875,0.59375,NA,0.6875,0.6875
