"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"JAX","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.679245283018868,0.721311475409836,0.622222222222222,NA,0.721311475409836,0.721311475409836
"JAX","modelo_1","grid","0.01","0.9","15","35","3","NA","0.70031241582621",0.733962264150943,0.768852459016393,0.686666666666667,0.70031241582621,0.768852459016393,0.768852459016393
"JAX","modelo_1","bayesiana","0.130827780696144","0.630893233502377","34","9","3","0.786677279739492","NA",0.661320754716981,0.705737704918033,0.601111111111111,NA,0.705737704918033,0.705737704918033
"JAX","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.754716981132076,0.786885245901639,0.711111111111111,NA,0.786885245901639,0.786885245901639
"JAX","modelo_2","grid","0.01","0.7","15","30","5","NA","0.757078520573123",0.790566037735849,0.818032786885246,0.753333333333333,0.757078520573123,0.818032786885246,0.818032786885246
"JAX","modelo_2","bayesiana","0.130699194887851","0.725509626907093","30","6","3","0.820903570724543","NA",0.75377358490566,0.786065573770492,0.71,NA,0.786065573770492,0.786065573770492
"JAX","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.754716981132076,0.786885245901639,0.711111111111111,NA,0.786885245901639,0.786885245901639
"JAX","modelo_3","grid","0.01","0.7","15","30","5","NA","0.757078520573123",0.787735849056604,0.815573770491803,0.75,0.757078520573123,0.815573770491803,0.815573770491803
"JAX","modelo_3","bayesiana","0.196155988831073","0.668052054960281","38","22","3","0.818123592044308","NA",0.764150943396226,0.795081967213115,0.722222222222222,NA,0.795081967213115,0.795081967213115
"JAX","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.679245283018868,0.721311475409836,0.622222222222222,NA,0.721311475409836,0.721311475409836
"JAX","modelo_4","grid","0.01","0.9","15","35","3","NA","0.70031241582621",0.735849056603774,0.770491803278688,0.688888888888889,0.70031241582621,0.770491803278688,0.770491803278688
"JAX","modelo_4","bayesiana","0.0369508994137612","0.533289526454546","50","9","3","0.776386099582795","NA",0.728301886792453,0.763934426229508,0.68,NA,0.763934426229508,0.763934426229508
