"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"GB","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.611111111111111,0.686567164179104,0.48780487804878,NA,0.686567164179104,0.686567164179104
"GB","modelo_1","grid","0.01","0.9","15","10","9","NA","0.645663531870428",0.623148148148148,0.696268656716418,0.503658536585366,0.645663531870428,0.696268656716418,0.696268656716418
"GB","modelo_1","bayesiana","0.0929413797890423","0.805493099304785","50","16","8","0.732826002168511","NA",0.612962962962963,0.688059701492537,0.490243902439024,NA,0.688059701492537,0.688059701492537
"GB","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.666666666666667,0.73134328358209,0.560975609756098,NA,0.73134328358209,0.73134328358209
"GB","modelo_2","grid","0.03","0.9","15","5","3","NA","0.664812879755408",0.692592592592593,0.752238805970149,0.595121951219512,0.664812879755408,0.752238805970149,0.752238805970149
"GB","modelo_2","bayesiana","0.198820095079921","0.609530215436965","31","16","6","0.735460003033735","NA",0.673148148148148,0.736567164179105,0.569512195121951,NA,0.736567164179105,0.736567164179105
"GB","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.666666666666667,0.73134328358209,0.560975609756098,NA,0.73134328358209,0.73134328358209
"GB","modelo_3","grid","0.03","0.9","15","5","3","NA","0.664812879755408",0.692592592592593,0.752238805970149,0.595121951219512,0.664812879755408,0.752238805970149,0.752238805970149
"GB","modelo_3","bayesiana","0.0591143980459543","0.521343632961251","40","7","4","0.728465376078317","NA",0.667592592592593,0.732089552238806,0.56219512195122,NA,0.732089552238806,0.732089552238806
"GB","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.611111111111111,0.686567164179104,0.48780487804878,NA,0.686567164179104,0.686567164179104
"GB","modelo_4","grid","0.01","0.9","15","10","9","NA","0.645663531870428",0.637037037037037,0.707462686567164,0.521951219512195,0.645663531870428,0.707462686567164,0.707462686567164
"GB","modelo_4","bayesiana","0.129941654475315","0.890193678387182","37","12","7","0.72603883100118","NA",0.617592592592593,0.691791044776119,0.496341463414634,NA,0.691791044776119,0.691791044776119
