"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"HOU","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.670588235294118,0.730769230769231,0.575757575757576,NA,0.730769230769231,0.730769230769231
"HOU","modelo_1","grid","0.01","0.5","15","5","3","NA","0.667357761280796",0.617647058823529,0.6875,0.507575757575758,0.667357761280796,0.6875,0.6875
"HOU","modelo_1","bayesiana","0.080304741139058","0.710463638617657","25","11","8","0.70143988038091","NA",0.689411764705882,0.746153846153846,0.6,NA,0.746153846153846,0.746153846153846
"HOU","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.694117647058824,0.75,0.606060606060606,NA,0.75,0.75
"HOU","modelo_2","grid","0.03","0.5","15","20","3","NA","0.667318454331379",0.731764705882353,0.780769230769231,0.654545454545455,0.667318454331379,0.780769230769231,0.780769230769231
"HOU","modelo_2","bayesiana","0.060332576809846","0.717022909760993","15","6","7","0.779794537723415","NA",0.724705882352941,0.775,0.645454545454545,NA,0.775,0.775
"HOU","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.694117647058824,0.75,0.606060606060606,NA,0.75,0.75
"HOU","modelo_3","grid","0.03","0.5","15","20","3","NA","0.667318454331379",0.722352941176471,0.773076923076923,0.642424242424242,0.667318454331379,0.773076923076923,0.773076923076923
"HOU","modelo_3","bayesiana","0.0507986071546141","0.855237882451867","27","9","5","0.770046836082205","NA",0.728235294117647,0.777884615384615,0.65,NA,0.777884615384615,0.777884615384615
"HOU","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.670588235294118,0.730769230769231,0.575757575757576,NA,0.730769230769231,0.730769230769231
"HOU","modelo_4","grid","0.01","0.5","15","5","3","NA","0.667357761280796",0.622352941176471,0.691346153846154,0.513636363636364,0.667357761280796,0.691346153846154,0.691346153846154
"HOU","modelo_4","bayesiana","0.0128697568462067","0.716250273048226","47","5","5","0.711588035297937","NA",0.627058823529412,0.695192307692308,0.51969696969697,NA,0.695192307692308,0.695192307692308
