"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"IND","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.666666666666667,0.75,0.5,NA,0.75,0.75
"IND","modelo_1","grid","0.1","0.7","15","5","9","NA","0.646332607116921",0.635964912280702,0.726973684210526,0.453947368421053,0.646332607116921,0.726973684210526,0.726973684210526
"IND","modelo_1","bayesiana","0.0739051994737796","0.877380212526489","28","20","9","0.740718587136465","NA",0.658771929824561,0.744078947368421,0.488157894736842,NA,0.744078947368421,0.744078947368421
"IND","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.684210526315789,0.763157894736842,0.526315789473684,NA,0.763157894736842,0.763157894736842
"IND","modelo_2","grid","0.01","0.8","15","10","5","NA","0.674655047204067",0.693859649122807,0.770394736842105,0.54078947368421,0.674655047204067,0.770394736842105,0.770394736842105
"IND","modelo_2","bayesiana","0.151680777663132","0.706516290525906","46","25","3","0.741112597844984","NA",0.699122807017544,0.774342105263158,0.548684210526316,NA,0.774342105263158,0.774342105263158
"IND","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.684210526315789,0.763157894736842,0.526315789473684,NA,0.763157894736842,0.763157894736842
"IND","modelo_3","grid","0.01","0.8","15","10","5","NA","0.674655047204067",0.697368421052632,0.773026315789474,0.546052631578947,0.674655047204067,0.773026315789474,0.773026315789474
"IND","modelo_3","bayesiana","0.121549698564345","0.700783971793321","50","25","3","0.732295597051409","NA",0.698245614035088,0.773684210526316,0.547368421052632,NA,0.773684210526316,0.773684210526316
"IND","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.666666666666667,0.75,0.5,NA,0.75,0.75
"IND","modelo_4","grid","0.1","0.7","15","5","9","NA","0.646332607116921",0.612280701754386,0.70921052631579,0.418421052631579,0.646332607116921,0.70921052631579,0.70921052631579
"IND","modelo_4","bayesiana","0.167756045970982","0.823814391652029","17","33","8","0.733298677231793","NA",0.652631578947368,0.739473684210526,0.478947368421053,NA,0.739473684210526,0.739473684210526
