"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"NYJ","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.738317757009346,0.794117647058823,0.641025641025641,NA,0.794117647058823,0.794117647058823
"NYJ","modelo_1","grid","0.01","0.9","15","10","3","NA","0.725961236830802",0.680373831775701,0.748529411764706,0.561538461538462,0.725961236830802,0.748529411764706,0.748529411764706
"NYJ","modelo_1","bayesiana","0.181044029704079","0.824237781803257","29","13","3","0.789937767317153","NA",0.685981308411215,0.752941176470588,0.569230769230769,NA,0.752941176470588,0.752941176470588
"NYJ","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.719626168224299,0.779411764705882,0.615384615384615,NA,0.779411764705882,0.779411764705882
"NYJ","modelo_2","grid","0.01","0.8","15","20","3","NA","0.735784746654312",0.780373831775701,0.827205882352941,0.698717948717949,0.735784746654312,0.827205882352941,0.827205882352941
"NYJ","modelo_2","bayesiana","0.131289382736501","0.702258170679609","15","5","3","0.798512969656988","NA",0.709345794392523,0.771323529411765,0.601282051282051,NA,0.771323529411765,0.771323529411765
"NYJ","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.719626168224299,0.779411764705882,0.615384615384615,NA,0.779411764705882,0.779411764705882
"NYJ","modelo_3","grid","0.01","0.8","15","20","3","NA","0.735784746654312",0.778504672897196,0.825735294117647,0.696153846153846,0.735784746654312,0.825735294117647,0.825735294117647
"NYJ","modelo_3","bayesiana","0.157544659653867","0.750588799305633","18","8","4","0.786435682994823","NA",0.706542056074766,0.769117647058823,0.597435897435897,NA,0.769117647058824,0.769117647058823
"NYJ","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.738317757009346,0.794117647058823,0.641025641025641,NA,0.794117647058823,0.794117647058823
"NYJ","modelo_4","grid","0.01","0.9","15","10","3","NA","0.725961236830802",0.688785046728972,0.755147058823529,0.573076923076923,0.725961236830802,0.75514705882353,0.755147058823529
"NYJ","modelo_4","bayesiana","0.0853338131134724","0.776818095013582","22","10","5","0.796422405811949","NA",0.699065420560748,0.763235294117647,0.587179487179487,NA,0.763235294117647,0.763235294117647
