"equipo","modelo","optimizacion","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth","auc","promedio","exactitud","precision","precision_secundaria","promedio.1","f1","recall"
"ATL","modelo_1","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.66,0.638297872340426,0.679245283018868,NA,0.638297872340426,0.638297872340426
"ATL","modelo_1","grid","0.01","0.7","15","15","3","NA","0.704333577782647",0.685,0.664893617021277,0.702830188679245,0.704333577782647,0.664893617021277,0.664893617021277
"ATL","modelo_1","bayesiana","0.0791347069102619","0.628937762692571","44","14","3","0.775319003928209","NA",0.692,0.672340425531915,0.709433962264151,NA,0.672340425531915,0.672340425531915
"ATL","modelo_2","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.72,0.702127659574468,0.735849056603774,NA,0.702127659574468,0.702127659574468
"ATL","modelo_2","grid","0.01","0.9","15","15","3","NA","0.729132441600033",0.66,0.638297872340426,0.679245283018868,0.729132441600033,0.638297872340426,0.638297872340426
"ATL","modelo_2","bayesiana","0.0129515592753484","0.825414371343275","32","13","3","0.786996141819563","NA",0.673,0.652127659574468,0.691509433962264,NA,0.652127659574468,0.652127659574468
"ATL","modelo_3","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.72,0.702127659574468,0.735849056603774,NA,0.702127659574468,0.702127659574468
"ATL","modelo_3","grid","0.01","0.9","15","15","3","NA","0.729132441600033",0.658,0.636170212765957,0.677358490566038,0.729132441600033,0.636170212765957,0.636170212765957
"ATL","modelo_3","bayesiana","0.199975277667939","0.538136735064131","29","11","3","0.791977120995832","NA",0.695,0.675531914893617,0.712264150943396,NA,0.675531914893617,0.675531914893617
"ATL","modelo_4","defecto","defecto","defecto","defecto","defecto","defecto","NA","NA",0.66,0.638297872340426,0.679245283018868,NA,0.638297872340426,0.638297872340426
"ATL","modelo_4","grid","0.01","0.7","15","15","3","NA","0.704333577782647",0.684,0.663829787234043,0.70188679245283,0.704333577782647,0.663829787234043,0.663829787234043
"ATL","modelo_4","bayesiana","0.11606733796104","0.805537114341278","50","14","4","0.771329500424721","NA",0.686,0.665957446808511,0.70377358490566,NA,0.665957446808511,0.665957446808511
