"Feature","promedio_gain"
"yardsToGo",0.208729693549885
"gameClock_mod",0.203541570289293
"down",0.146755492419751
"yardlineNumber",0.139865997916639
"absoluteYardlineNumber",0.111670958371592
"diferencia",0.0851926381913526
"quarter",0.0726836672439443
"gameId",0.0315599820175435
