"diff","lwr","upr","p.adj","comparacion","equipo"
0.0291666666666668,-0.00976447346639429,0.0680978067997279,0.299019288915928,"no_profunda_modelo_2-no_profunda_modelo_1","CLE"
0.0562499999999999,0.0173188598669388,0.095181140133061,0.000447478401820689,"no_profunda_modelo_3-no_profunda_modelo_1","CLE"
-0.0145833333333333,-0.0535144734663944,0.0243478067997278,0.944027333813893,"no_profunda_modelo_4-no_profunda_modelo_1","CLE"
-0.0010416666666665,-0.0399728067997276,0.0378894734663946,0.999999998621113,"profunda_modelo_1-no_profunda_modelo_1","CLE"
0.0583333333333337,0.0194021932002726,0.0972644734663948,0.000228509057053627,"profunda_modelo_2-no_profunda_modelo_1","CLE"
0.0833333333333335,0.0444021932002724,0.122264473466395,2.006482635597e-08,"profunda_modelo_3-no_profunda_modelo_1","CLE"
0.025,-0.0139311401330611,0.0639311401330611,0.502987218775277,"profunda_modelo_4-no_profunda_modelo_1","CLE"
0.0270833333333331,-0.011847806799728,0.0660144734663942,0.395468675984439,"no_profunda_modelo_3-no_profunda_modelo_2","CLE"
-0.0437500000000001,-0.0826811401330611,-0.00481885986693899,0.0160310912052817,"no_profunda_modelo_4-no_profunda_modelo_2","CLE"
-0.0302083333333333,-0.0691394734663944,0.0087228067997278,0.2563240332893,"profunda_modelo_1-no_profunda_modelo_2","CLE"
0.0291666666666669,-0.00976447346639418,0.068097806799728,0.299019288915923,"profunda_modelo_2-no_profunda_modelo_2","CLE"
0.0541666666666667,0.0152355265336056,0.0930978067997278,0.000858994066175067,"profunda_modelo_3-no_profunda_modelo_2","CLE"
-0.00416666666666676,-0.0430978067997278,0.0347644734663943,0.999979083151587,"profunda_modelo_4-no_profunda_modelo_2","CLE"
-0.0708333333333332,-0.109764473466394,-0.0319021932002721,2.79256082191814e-06,"no_profunda_modelo_4-no_profunda_modelo_3","CLE"
-0.0572916666666664,-0.0962228067997275,-0.0183605265336053,0.000320549100830236,"profunda_modelo_1-no_profunda_modelo_3","CLE"
0.00208333333333377,-0.0368478067997273,0.0410144734663948,0.999999826208975,"profunda_modelo_2-no_profunda_modelo_3","CLE"
0.0270833333333336,-0.0118478067997275,0.0660144734663946,0.395468675984417,"profunda_modelo_3-no_profunda_modelo_3","CLE"
-0.0312499999999999,-0.070181140133061,0.00768114013306119,0.217695090690659,"profunda_modelo_4-no_profunda_modelo_3","CLE"
0.0135416666666668,-0.0253894734663943,0.0524728067997279,0.962200568301208,"profunda_modelo_1-no_profunda_modelo_4","CLE"
0.072916666666667,0.0339855265336059,0.111847806799728,1.26817137791058e-06,"profunda_modelo_2-no_profunda_modelo_4","CLE"
0.0979166666666668,0.0589855265336057,0.136847806799728,3.81101816770979e-11,"profunda_modelo_3-no_profunda_modelo_4","CLE"
0.0395833333333333,0.000652193200272225,0.0785144734663944,0.0432536230133697,"profunda_modelo_4-no_profunda_modelo_4","CLE"
0.0593750000000002,0.0204438598669391,0.0983061401330613,0.000162123415759274,"profunda_modelo_2-profunda_modelo_1","CLE"
0.084375,0.0454438598669389,0.123306140133061,1.30357898919797e-08,"profunda_modelo_3-profunda_modelo_1","CLE"
0.0260416666666665,-0.0128894734663946,0.0649728067997276,0.448209396104894,"profunda_modelo_4-profunda_modelo_1","CLE"
0.0249999999999998,-0.0139311401330613,0.0639311401330609,0.502987218775289,"profunda_modelo_3-profunda_modelo_2","CLE"
-0.0333333333333337,-0.0722644734663947,0.00559780679972742,0.15283537009673,"profunda_modelo_4-profunda_modelo_2","CLE"
-0.0583333333333335,-0.0972644734663945,-0.0194021932002724,0.000228509057053405,"profunda_modelo_4-profunda_modelo_3","CLE"
