"diff","lwr","upr","p.adj","comparacion","equipo"
-0.00606060606060721,-0.0404598416963235,0.0283386295751091,0.999403650253837,"no_profunda_modelo_2-no_profunda_modelo_1","LAC"
0.127272727272726,0.0928734916370101,0.161671962908443,0,"no_profunda_modelo_3-no_profunda_modelo_1","LAC"
0.122222222222222,0.0878229865865053,0.156621457857938,1.32116539930394e-14,"no_profunda_modelo_4-no_profunda_modelo_1","LAC"
-0.0474747474747481,-0.0818739831104644,-0.0130755118390318,0.000982459277669379,"profunda_modelo_1-no_profunda_modelo_1","LAC"
0.0121212121212114,-0.0222780235145049,0.0465204477569277,0.95946891053584,"profunda_modelo_2-no_profunda_modelo_1","LAC"
0.119191919191919,0.0847926835562024,0.153591154827635,2.54241072639161e-14,"profunda_modelo_3-no_profunda_modelo_1","LAC"
0.103030303030302,0.0686310673945861,0.137429538666019,4.96269692007445e-14,"profunda_modelo_4-no_profunda_modelo_1","LAC"
0.133333333333334,0.0989340976976173,0.16773256896905,0,"no_profunda_modelo_3-no_profunda_modelo_2","LAC"
0.128282828282829,0.0938835926471126,0.162682063918545,0,"no_profunda_modelo_4-no_profunda_modelo_2","LAC"
-0.0414141414141409,-0.0758133770498572,-0.00701490577842458,0.00710438931266555,"profunda_modelo_1-no_profunda_modelo_2","LAC"
0.0181818181818186,-0.0162174174538977,0.052581053817535,0.734787050120907,"profunda_modelo_2-no_profunda_modelo_2","LAC"
0.125252525252526,0.0908532896168096,0.159651760888242,5.55111512312578e-16,"profunda_modelo_3-no_profunda_modelo_2","LAC"
0.10909090909091,0.0746916734551934,0.143490144726626,4.54081217071689e-14,"profunda_modelo_4-no_profunda_modelo_2","LAC"
-0.00505050505050475,-0.0394497406862211,0.0293487305852116,0.99982203526882,"no_profunda_modelo_4-no_profunda_modelo_3","LAC"
-0.174747474747475,-0.209146710383191,-0.140348239111758,0,"profunda_modelo_1-no_profunda_modelo_3","LAC"
-0.115151515151515,-0.149550750787231,-0.0807522795157987,3.69704267200177e-14,"profunda_modelo_2-no_profunda_modelo_3","LAC"
-0.00808080808080769,-0.042480043716524,0.0263184275549086,0.99622491990962,"profunda_modelo_3-no_profunda_modelo_3","LAC"
-0.024242424242424,-0.0586416598781403,0.0101568113932924,0.378205245653684,"profunda_modelo_4-no_profunda_modelo_3","LAC"
-0.16969696969697,-0.204096205332686,-0.135297734061253,0,"profunda_modelo_1-no_profunda_modelo_4","LAC"
-0.11010101010101,-0.144500245736727,-0.0757017744652939,4.34097202628436e-14,"profunda_modelo_2-no_profunda_modelo_4","LAC"
-0.00303030303030294,-0.0374295386660193,0.0313689326054134,0.999994503398882,"profunda_modelo_3-no_profunda_modelo_4","LAC"
-0.0191919191919192,-0.0535911548276355,0.0152073164437971,0.677644603788971,"profunda_modelo_4-no_profunda_modelo_4","LAC"
0.0595959595959595,0.0251967239602432,0.0939951952316759,9.7602178629197e-06,"profunda_modelo_2-profunda_modelo_1","LAC"
0.166666666666667,0.132267431030951,0.201065902302383,0,"profunda_modelo_3-profunda_modelo_1","LAC"
0.150505050505051,0.116105814869334,0.184904286140767,0,"profunda_modelo_4-profunda_modelo_1","LAC"
0.107070707070707,0.072671471434991,0.141469942706424,4.2632564145606e-14,"profunda_modelo_3-profunda_modelo_2","LAC"
0.0909090909090911,0.0565098552733747,0.125308326544807,4.12647693792678e-12,"profunda_modelo_4-profunda_modelo_2","LAC"
-0.0161616161616163,-0.0505608517973326,0.0182376194741001,0.835127496498394,"profunda_modelo_4-profunda_modelo_3","LAC"
