"","gota1","gota2","lr","epocas","exactitud","precision","precision_secundaria","promedio"
"1",0.2,0.2,0.01,10,0.666666666666667,0.571428571428571,0.75,0.662698412698413
"2",0.2,0.2,0.01,20,0.666666666666667,0.571428571428571,0.75,0.662698412698413
"3",0.2,0.2,0.01,40,0.637037037037037,0.53968253968254,0.722222222222222,0.632980599647266
"4",0.2,0.2,0.01,60,0.637037037037037,0.53968253968254,0.722222222222222,0.632980599647266
"5",0.2,0.2,0.01,10,0.666666666666667,0.682539682539683,0.652777777777778,0.667328042328042
"6",0.2,0.2,0.01,20,0.622222222222222,0.634920634920635,0.611111111111111,0.622751322751323
"7",0.2,0.2,0.01,40,0.651851851851852,0.666666666666667,0.638888888888889,0.652469135802469
"8",0.2,0.2,0.01,60,0.651851851851852,0.666666666666667,0.638888888888889,0.652469135802469
"9",0.2,0.2,0.01,10,0.634328358208955,0.666666666666667,0.605633802816901,0.635542942564174
"10",0.2,0.2,0.01,20,0.574626865671642,0.603174603174603,0.549295774647887,0.575699081164711
"11",0.2,0.2,0.01,40,0.58955223880597,0.619047619047619,0.563380281690141,0.590660046514577
"12",0.2,0.2,0.01,60,0.58955223880597,0.619047619047619,0.563380281690141,0.590660046514577
"13",0.2,0.2,0.02,10,0.666666666666667,0.571428571428571,0.75,0.662698412698413
"14",0.2,0.2,0.02,20,0.651851851851852,0.555555555555556,0.736111111111111,0.64783950617284
"15",0.2,0.2,0.02,40,0.607407407407407,0.507936507936508,0.694444444444444,0.60326278659612
"16",0.2,0.2,0.02,60,0.651851851851852,0.555555555555556,0.736111111111111,0.64783950617284
"17",0.2,0.2,0.02,10,0.637037037037037,0.650793650793651,0.625,0.637610229276896
"18",0.2,0.2,0.02,20,0.637037037037037,0.650793650793651,0.625,0.637610229276896
"19",0.2,0.2,0.02,40,0.592592592592593,0.603174603174603,0.583333333333333,0.593033509700176
"20",0.2,0.2,0.02,60,0.622222222222222,0.634920634920635,0.611111111111111,0.622751322751323
"21",0.2,0.2,0.02,10,0.58955223880597,0.619047619047619,0.563380281690141,0.590660046514577
"22",0.2,0.2,0.02,20,0.604477611940298,0.634920634920635,0.577464788732394,0.605621011864443
"23",0.2,0.2,0.02,40,0.634328358208955,0.666666666666667,0.605633802816901,0.635542942564174
"24",0.2,0.2,0.02,60,0.58955223880597,0.619047619047619,0.563380281690141,0.590660046514577
"25",0.2,0.2,0.03,10,0.711111111111111,0.619047619047619,0.791666666666667,0.707275132275132
"26",0.2,0.2,0.03,20,0.666666666666667,0.571428571428571,0.75,0.662698412698413
"27",0.2,0.2,0.03,40,0.666666666666667,0.571428571428571,0.75,0.662698412698413
"28",0.2,0.2,0.03,60,0.651851851851852,0.555555555555556,0.736111111111111,0.64783950617284
"29",0.2,0.2,0.03,10,0.681481481481481,0.698412698412698,0.666666666666667,0.682186948853615
"30",0.2,0.2,0.03,20,0.637037037037037,0.650793650793651,0.625,0.637610229276896
"31",0.2,0.2,0.03,40,0.622222222222222,0.634920634920635,0.611111111111111,0.622751322751323
