"","gota1","gota2","lr","epocas","exactitud","precision","precision_secundaria","promedio"
"1",0.2,0.2,0.01,10,0.527272727272727,0.470588235294118,0.576271186440678,0.524710716335841
"2",0.2,0.2,0.01,20,0.6,0.549019607843137,0.644067796610169,0.597695801484436
"3",0.2,0.2,0.01,40,0.618181818181818,0.568627450980392,0.661016949152542,0.615942072771584
"4",0.2,0.2,0.01,60,0.581818181818182,0.529411764705882,0.627118644067797,0.579449530197287
"5",0.2,0.2,0.01,10,0.554545454545455,0.568627450980392,0.542372881355932,0.555181928960593
"6",0.2,0.2,0.01,20,0.590909090909091,0.607843137254902,0.576271186440678,0.59167447153489
"7",0.2,0.2,0.01,40,0.609090909090909,0.627450980392157,0.593220338983051,0.609920742822039
"8",0.2,0.2,0.01,60,0.627272727272727,0.647058823529412,0.610169491525424,0.628167014109188
"9",0.2,0.2,0.01,10,0.605504587155963,0.588235294117647,0.620689655172414,0.604809845482008
"10",0.2,0.2,0.01,20,0.605504587155963,0.588235294117647,0.620689655172414,0.604809845482008
"11",0.2,0.2,0.01,40,0.587155963302752,0.568627450980392,0.603448275862069,0.586410563381738
"12",0.2,0.2,0.01,60,0.55045871559633,0.529411764705882,0.568965517241379,0.549611999181197
"13",0.2,0.2,0.02,10,0.527272727272727,0.470588235294118,0.576271186440678,0.524710716335841
"14",0.2,0.2,0.02,20,0.636363636363636,0.588235294117647,0.677966101694915,0.634188344058733
"15",0.2,0.2,0.02,40,0.618181818181818,0.568627450980392,0.661016949152542,0.615942072771584
"16",0.2,0.2,0.02,60,0.6,0.549019607843137,0.644067796610169,0.597695801484436
"17",0.2,0.2,0.02,10,0.572727272727273,0.588235294117647,0.559322033898305,0.573428200247742
"18",0.2,0.2,0.02,20,0.627272727272727,0.647058823529412,0.610169491525424,0.628167014109188
"19",0.2,0.2,0.02,40,0.609090909090909,0.627450980392157,0.593220338983051,0.609920742822039
"20",0.2,0.2,0.02,60,0.609090909090909,0.627450980392157,0.593220338983051,0.609920742822039
"21",0.2,0.2,0.02,10,0.605504587155963,0.588235294117647,0.620689655172414,0.604809845482008
"22",0.2,0.2,0.02,20,0.568807339449541,0.549019607843137,0.586206896551724,0.568011281281468
"23",0.2,0.2,0.02,40,0.55045871559633,0.529411764705882,0.568965517241379,0.549611999181197
"24",0.2,0.2,0.02,60,0.513761467889908,0.490196078431373,0.53448275862069,0.512813434980657
"25",0.2,0.2,0.03,10,0.618181818181818,0.568627450980392,0.661016949152542,0.615942072771584
"26",0.2,0.2,0.03,20,0.6,0.549019607843137,0.644067796610169,0.597695801484436
"27",0.2,0.2,0.03,40,0.6,0.549019607843137,0.644067796610169,0.597695801484436
"28",0.2,0.2,0.03,60,0.6,0.549019607843137,0.644067796610169,0.597695801484436
"29",0.2,0.2,0.03,10,0.590909090909091,0.607843137254902,0.576271186440678,0.59167447153489
"30",0.2,0.2,0.03,20,0.627272727272727,0.647058823529412,0.610169491525424,0.628167014109188
"31",0.2,0.2,0.03,40,0.681818181818182,0.705882352941177,0.661016949152542,0.682905827970634
"32",0.2,0.2,0.03,60,0.681818181818182,0.705882352941177,0.661016949152542,0.682905827970634
"33",0.2,0.2,0.03,10,0.568807339449541,0.549019607843137,0.586206896551724,0.568011281281468
"34",0.2,0.2,0.03,20,0.605504587155963,0.588235294117647,0.620689655172414,0.604809845482008
"35",0.2,0.2,0.03,40,0.568807339449541,0.549019607843137,0.586206896551724,0.568011281281468
"36",0.2,0.2,0.03,60,0.605504587155963,0.588235294117647,0.620689655172414,0.604809845482008
"37",0.2,0.2,0.05,10,0.545454545454545,0.490196078431373,0.593220338983051,0.54295698762299
"38",0.2,0.2,0.05,20,0.563636363636364,0.509803921568627,0.610169491525424,0.561203258910138
"39",0.2,0.2,0.05,40,0.6,0.549019607843137,0.644067796610169,0.597695801484436
"40",0.2,0.2,0.05,60,0.6,0.549019607843137,0.644067796610169,0.597695801484436
"41",0.2,0.2,0.05,10,0.609090909090909,0.627450980392157,0.593220338983051,0.609920742822039
"42",0.2,0.2,0.05,20,0.609090909090909,0.627450980392157,0.593220338983051,0.609920742822039
"43",0.2,0.2,0.05,40,0.627272727272727,0.647058823529412,0.610169491525424,0.628167014109188
"44",0.2,0.2,0.05,60,0.645454545454546,0.666666666666667,0.627118644067797,0.646413285396336
