"","gota1","gota2","lr","epocas","exactitud","precision","precision_secundaria","promedio"
"1",0.2,0.2,0.01,10,0.669421487603306,0.681159420289855,0.653846153846154,0.668142353913105
"2",0.2,0.2,0.01,20,0.71900826446281,0.72463768115942,0.711538461538462,0.718394802386897
"3",0.2,0.2,0.01,40,0.71900826446281,0.72463768115942,0.711538461538462,0.718394802386897
"4",0.2,0.2,0.01,60,0.669421487603306,0.681159420289855,0.653846153846154,0.668142353913105
"5",0.2,0.2,0.01,10,0.752066115702479,0.826086956521739,0.653846153846154,0.743999742023457
"6",0.2,0.2,0.01,20,0.801652892561983,0.869565217391304,0.711538461538462,0.79425219049725
"7",0.2,0.2,0.01,40,0.752066115702479,0.826086956521739,0.653846153846154,0.743999742023457
"8",0.2,0.2,0.01,60,0.752066115702479,0.826086956521739,0.653846153846154,0.743999742023457
"9",0.2,0.2,0.01,10,0.75,0.75,0.75,0.75
"10",0.2,0.2,0.01,20,0.75,0.75,0.75,0.75
"11",0.2,0.2,0.01,40,0.683333333333333,0.691176470588235,0.673076923076923,0.682528908999497
"12",0.2,0.2,0.01,60,0.65,0.661764705882353,0.634615384615385,0.648793363499246
"13",0.2,0.2,0.02,10,0.685950413223141,0.695652173913043,0.673076923076923,0.684893170071036
"14",0.2,0.2,0.02,20,0.71900826446281,0.72463768115942,0.711538461538462,0.718394802386897
"15",0.2,0.2,0.02,40,0.735537190082645,0.739130434782609,0.730769230769231,0.735145618544828
"16",0.2,0.2,0.02,60,0.71900826446281,0.72463768115942,0.711538461538462,0.718394802386897
"17",0.2,0.2,0.02,10,0.768595041322314,0.840579710144927,0.673076923076923,0.760750558181388
"18",0.2,0.2,0.02,20,0.785123966942149,0.855072463768116,0.692307692307692,0.777501374339319
"19",0.2,0.2,0.02,40,0.735537190082645,0.811594202898551,0.634615384615385,0.727248925865527
"20",0.2,0.2,0.02,60,0.71900826446281,0.797101449275362,0.615384615384615,0.710498109707596
"21",0.2,0.2,0.02,10,0.75,0.75,0.75,0.75
"22",0.2,0.2,0.02,20,0.716666666666667,0.720588235294118,0.711538461538462,0.716264454499749
"23",0.2,0.2,0.02,40,0.683333333333333,0.691176470588235,0.673076923076923,0.682528908999497
"24",0.2,0.2,0.02,60,0.666666666666667,0.676470588235294,0.653846153846154,0.665661136249372
"25",0.2,0.2,0.03,10,0.71900826446281,0.72463768115942,0.711538461538462,0.718394802386897
"26",0.2,0.2,0.03,20,0.735537190082645,0.739130434782609,0.730769230769231,0.735145618544828
"27",0.2,0.2,0.03,40,0.685950413223141,0.695652173913043,0.673076923076923,0.684893170071036
"28",0.2,0.2,0.03,60,0.669421487603306,0.681159420289855,0.653846153846154,0.668142353913105
"29",0.2,0.2,0.03,10,0.785123966942149,0.855072463768116,0.692307692307692,0.777501374339319
"30",0.2,0.2,0.03,20,0.801652892561983,0.869565217391304,0.711538461538462,0.79425219049725
"31",0.2,0.2,0.03,40,0.735537190082645,0.811594202898551,0.634615384615385,0.727248925865527
"32",0.2,0.2,0.03,60,0.752066115702479,0.826086956521739,0.653846153846154,0.743999742023457
"33",0.2,0.2,0.03,10,0.75,0.75,0.75,0.75
"34",0.2,0.2,0.03,20,0.7,0.705882352941177,0.692307692307692,0.699396681749623
"35",0.2,0.2,0.03,40,0.633333333333333,0.647058823529412,0.615384615384615,0.63192559074912
"36",0.2,0.2,0.03,60,0.65,0.661764705882353,0.634615384615385,0.648793363499246
"37",0.2,0.2,0.05,10,0.735537190082645,0.739130434782609,0.730769230769231,0.735145618544828
"38",0.2,0.2,0.05,20,0.702479338842975,0.710144927536232,0.692307692307692,0.701643986228966
"39",0.2,0.2,0.05,40,0.71900826446281,0.72463768115942,0.711538461538462,0.718394802386897
"40",0.2,0.2,0.05,60,0.702479338842975,0.710144927536232,0.692307692307692,0.701643986228966
"41",0.2,0.2,0.05,10,0.752066115702479,0.826086956521739,0.653846153846154,0.743999742023457
"42",0.2,0.2,0.05,20,0.735537190082645,0.811594202898551,0.634615384615385,0.727248925865527
