"","gota1","gota2","lr","epocas","exactitud","precision","precision_secundaria","promedio"
"1",0.2,0.2,0.01,10,0.671532846715328,0.733333333333333,0.553191489361702,0.652685889803455
"2",0.2,0.2,0.01,20,0.627737226277372,0.7,0.48936170212766,0.605699642801677
"3",0.2,0.2,0.01,40,0.686131386861314,0.744444444444444,0.574468085106383,0.668347972137381
"4",0.2,0.2,0.01,60,0.613138686131387,0.688888888888889,0.468085106382979,0.590037560467751
"5",0.2,0.2,0.01,10,0.759124087591241,0.822222222222222,0.638297872340426,0.739881394051296
"6",0.2,0.2,0.01,20,0.700729927007299,0.777777777777778,0.553191489361702,0.677233064715593
"7",0.2,0.2,0.01,40,0.656934306569343,0.744444444444444,0.48936170212766,0.630246817713816
"8",0.2,0.2,0.01,60,0.686131386861314,0.766666666666667,0.531914893617021,0.661570982381667
"9",0.2,0.2,0.01,10,0.683823529411765,0.766666666666667,0.521739130434783,0.657409775504405
"10",0.2,0.2,0.01,20,0.654411764705882,0.744444444444444,0.478260869565217,0.625705692905181
"11",0.2,0.2,0.01,40,0.639705882352941,0.733333333333333,0.456521739130435,0.60985365160557
"12",0.2,0.2,0.01,60,0.639705882352941,0.733333333333333,0.456521739130435,0.60985365160557
"13",0.2,0.2,0.02,10,0.686131386861314,0.744444444444444,0.574468085106383,0.668347972137381
"14",0.2,0.2,0.02,20,0.671532846715328,0.733333333333333,0.553191489361702,0.652685889803455
"15",0.2,0.2,0.02,40,0.656934306569343,0.722222222222222,0.531914893617021,0.637023807469529
"16",0.2,0.2,0.02,60,0.671532846715328,0.733333333333333,0.553191489361702,0.652685889803455
"17",0.2,0.2,0.02,10,0.759124087591241,0.822222222222222,0.638297872340426,0.739881394051296
"18",0.2,0.2,0.02,20,0.715328467153285,0.788888888888889,0.574468085106383,0.692895147049519
"19",0.2,0.2,0.02,40,0.671532846715328,0.755555555555556,0.51063829787234,0.645908900047741
"20",0.2,0.2,0.02,60,0.642335766423358,0.733333333333333,0.468085106382979,0.61458473537989
"21",0.2,0.2,0.02,10,0.683823529411765,0.766666666666667,0.521739130434783,0.657409775504405
"22",0.2,0.2,0.02,20,0.639705882352941,0.733333333333333,0.456521739130435,0.60985365160557
"23",0.2,0.2,0.02,40,0.669117647058823,0.755555555555556,0.5,0.641557734204793
"24",0.2,0.2,0.02,60,0.669117647058823,0.755555555555556,0.5,0.641557734204793
"25",0.2,0.2,0.03,10,0.656934306569343,0.722222222222222,0.531914893617021,0.637023807469529
"26",0.2,0.2,0.03,20,0.700729927007299,0.755555555555556,0.595744680851064,0.684010054471306
"27",0.2,0.2,0.03,40,0.700729927007299,0.755555555555556,0.595744680851064,0.684010054471306
