"","gota1","gota2","lr","epocas","exactitud","precision","precision_secundaria","promedio"
"1",0.2,0.2,0.01,10,0.685950413223141,0.716216216216216,0.638297872340426,0.680154833926594
"2",0.2,0.2,0.01,20,0.669421487603306,0.702702702702703,0.617021276595745,0.663048488967251
"3",0.2,0.2,0.01,40,0.652892561983471,0.689189189189189,0.595744680851064,0.645942144007908
"4",0.2,0.2,0.01,60,0.669421487603306,0.702702702702703,0.617021276595745,0.663048488967251
"5",0.2,0.2,0.01,10,0.694214876033058,0.756756756756757,0.595744680851064,0.682238771213626
"6",0.2,0.2,0.01,20,0.694214876033058,0.756756756756757,0.595744680851064,0.682238771213626
"7",0.2,0.2,0.01,40,0.661157024793388,0.72972972972973,0.553191489361702,0.64802608129494
"8",0.2,0.2,0.01,60,0.644628099173554,0.716216216216216,0.531914893617021,0.630919736335597
"9",0.2,0.2,0.01,10,0.716666666666667,0.753424657534247,0.659574468085106,0.709888597428673
"10",0.2,0.2,0.01,20,0.65,0.698630136986301,0.574468085106383,0.641032740697561
"11",0.2,0.2,0.01,40,0.666666666666667,0.712328767123288,0.595744680851064,0.658246704880339
"12",0.2,0.2,0.01,60,0.633333333333333,0.684931506849315,0.553191489361702,0.623818776514784
"13",0.2,0.2,0.02,10,0.702479338842975,0.72972972972973,0.659574468085106,0.697261178885937
"14",0.2,0.2,0.02,20,0.669421487603306,0.702702702702703,0.617021276595745,0.663048488967251
"15",0.2,0.2,0.02,40,0.71900826446281,0.743243243243243,0.680851063829787,0.71436752384528
"16",0.2,0.2,0.02,60,0.685950413223141,0.716216216216216,0.638297872340426,0.680154833926594
"17",0.2,0.2,0.02,10,0.727272727272727,0.783783783783784,0.638297872340426,0.716451461132312
"18",0.2,0.2,0.02,20,0.661157024793388,0.72972972972973,0.553191489361702,0.64802608129494
"19",0.2,0.2,0.02,40,0.628099173553719,0.702702702702703,0.51063829787234,0.613813391376254
"20",0.2,0.2,0.02,60,0.628099173553719,0.702702702702703,0.51063829787234,0.613813391376254
"21",0.2,0.2,0.02,10,0.716666666666667,0.753424657534247,0.659574468085106,0.709888597428673
"22",0.2,0.2,0.02,20,0.683333333333333,0.726027397260274,0.617021276595745,0.675460669063117
"23",0.2,0.2,0.02,40,0.616666666666667,0.671232876712329,0.531914893617021,0.606604812332006
"24",0.2,0.2,0.02,60,0.6,0.657534246575342,0.51063829787234,0.589390848149228
"25",0.2,0.2,0.03,10,0.636363636363636,0.675675675675676,0.574468085106383,0.628835799048565
"26",0.2,0.2,0.03,20,0.652892561983471,0.689189189189189,0.595744680851064,0.645942144007908
"27",0.2,0.2,0.03,40,0.669421487603306,0.702702702702703,0.617021276595745,0.663048488967251
"28",0.2,0.2,0.03,60,0.685950413223141,0.716216216216216,0.638297872340426,0.680154833926594
"29",0.2,0.2,0.03,10,0.677685950413223,0.743243243243243,0.574468085106383,0.665132426254283
"30",0.2,0.2,0.03,20,0.694214876033058,0.756756756756757,0.595744680851064,0.682238771213626
