"","auc","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth"
"1",0.706919085503911,0.0946095515332418,0.878794768624939,34,18,8
"2",0.700964773599466,0.167297867194284,0.857409789632074,39,25,6
"3",0.713370311263716,0.151680777663132,0.686516290525906,30,16,3
"4",0.699433808831998,0.134099077306571,0.625850087036379,47,32,9
"5",0.685387367402391,0.115231915437849,0.590945856254548,21,7,6
"6",0.715206308116295,0.105730987505289,0.835173502527177,42,23,7
"7",0.688254957303345,0.022673489582492,0.678877912904136,44,12,9
"8",0.706217270846903,0.125832490021479,0.809763731132261,18,21,5
"9",0.704090081045173,0.0381952858190052,0.759301347234286,24,14,3
"10",0.696160701183176,0.0484337387178093,0.722902123504318,27,37,5
"11",0.697324355625218,0.0429438275789144,0.765780647578649,23,11,7
"12",0.717660937799318,0.194424103861209,0.540400287276134,28,28,3
"13",0.712968493520363,0.181691040099249,0.610481713148765,32,36,8
"14",0.700635891712862,0.0637178051529918,0.567713698861189,35,20,6
"15",0.690602858934132,0.175285740961204,0.648395727132447,46,9,7
"16",0.716242463885321,0.0702309533258667,0.518725810148753,18,34,4
"17",0.718430138165991,0.159900555072585,0.889958589766175,36,31,4
"18",0.695756637404909,0.0847371520972811,0.534662298359908,50,39,6
"19",0.697368340978309,0.0180122872364009,0.798477082508616,41,6,4
"20",0.706257101678576,0.104416205310496,0.703548446698114,16,28,9
"21",0.701533757624193,0.178953626383919,0.605789995309421,25,27,4
"22",0.698979884245557,0.160554742972002,0.638558691747524,30,31,3
"23",0.700962947330443,0.162557554691392,0.527034665246308,30,36,5
"24",0.697912664419067,0.116211624503921,0.738563361443374,28,32,4
"25",0.697673930844634,0.048202532244157,0.620875225266628,45,24,9
"26",0.657633438123982,0.180262463540682,0.816423411600478,49,5,8
"27",0.70772954537909,0.199773668458547,0.514789305560325,28,18,4
"28",0.697306835675948,0.190837164596231,0.558715738121166,32,39,5
"29",0.702254689081431,0.0705976561246984,0.500026746853976,16,29,3
"30",0.693154504684357,0.176462466162423,0.816503325330563,35,33,7
"31",0.694788364398459,0.138348926022365,0.889739717751401,34,25,7
"32",0.708335682712985,0.155773680301623,0.861569032054024,34,24,4
"33",0.71456481872321,0.159770466849127,0.897222981847331,42,30,3
"34",0.682104452606005,0.199582012809645,0.895755107502267,41,39,4
"35",0.703707078290804,0.112964038347154,0.899450916788601,36,31,3
"36",0.698810590448674,0.158424981699042,0.886533327600303,26,33,5
"37",0.704982149859419,0.187053531313881,0.899947513399211,33,31,6
"38",0.697688971748816,0.168475396327905,0.865441580957078,33,30,4
"39",0.718415428749686,0.195599137148012,0.53691922758585,25,19,3
"40",0.70850712565728,0.129558116869845,0.887634864468779,48,27,8
"41",0.727530245680595,0.171287053492186,0.735221272339206,24,37,5
"42",0.688945611935532,0.0574335699953651,0.685779093566723,34,14,4
"43",0.705558901286718,0.19293997567676,0.617674659919273,31,17,3
"44",0.713498465251854,0.199896610479793,0.810250210462883,48,36,3
"45",0.715447788597058,0.03984452437022,0.623561746121664,26,26,9
"46",0.717013740941249,0.0490199423242663,0.740384069663007,31,34,6
"47",0.716516400497908,0.14701644792614,0.741138653529063,17,26,5
"48",0.71321417397559,0.116107474642869,0.800316164594889,28,34,3
"49",0.698865437402438,0.108580820585634,0.753590903458558,46,24,5
"50",0.707212715163352,0.130147401420586,0.876172814552858,22,25,5
"51",0.671223505980508,0.163280987223831,0.691865317464061,21,36,4
"52",0.707318284889713,0.0657129038271974,0.601791360654728,24,38,5
"53",0.693463176869086,0.104202033437432,0.573428644559346,35,7,7
"54",0.694633379214376,0.172542684538669,0.738937854546844,37,38,5
"55",0.716158560393855,0.054611513549767,0.710274336767383,48,15,6
"56",0.717078542697032,0.179687701101245,0.828850932518858,25,33,8
"57",0.712835458292985,0.114387581970342,0.503259643978532,25,13,9
"58",0.715575280601538,0.0585585458852421,0.89749383409759,45,15,9
"59",0.679557485701768,0.153767018319855,0.826798628572281,23,8,7
"60",0.710225554597641,0.1329218131667,0.554318938317802,27,39,9
"61",0.687620958517006,0.0755546828697063,0.854032216577884,28,8,9
"62",0.691940037658527,0.145572248895825,0.880731189130526,16,36,9
"63",0.692147324453757,0.0909904014528147,0.672449225874711,49,34,6
"64",0.713809932605284,0.182059426327527,0.881924367912952,18,38,4
"65",0.712033524179574,0.0336818518494861,0.589235484551545,45,12,7
"66",0.694294329107641,0.0920242541806516,0.802968982653134,31,27,6
"67",0.704235481532221,0.0898816570252879,0.865808661078662,33,17,9
"68",0.71411286213407,0.0839639943607524,0.798231923061702,15,13,5
"69",0.697083875293934,0.161832385529361,0.5389004088833,24,29,8
"70",0.715819949635129,0.10235364752885,0.549631340628862,27,17,8
"71",0.692510372905386,0.122039356155607,0.502361794003658,47,40,4
"72",0.687917221742921,0.0559032739272504,0.828349313885067,48,8,7
"73",0.699801685668082,0.1025898322155,0.695335180887114,49,14,8
"74",0.691907599691983,0.0186823627665918,0.845454598196968,28,33,6
"75",0.71905191073,0.176545144520041,0.7222450936676,27,24,8
"76",0.690792863335986,0.137953294467975,0.642317582138162,26,8,7
"77",0.687061819831001,0.022668885633857,0.721350947471242,39,29,8
"78",0.712505467509701,0.127465448032063,0.564241980159376,24,18,4
"79",0.698972992115887,0.0291676909378823,0.618191213718057,20,29,9
"80",0.704672629615063,0.13010011182894,0.576866240663268,33,10,6
"81",0.685637876487219,0.0763716731182835,0.569789592516702,21,7,9
"82",0.711452501508638,0.118106644359322,0.621633211950771,25,40,6
"83",0.710137730455203,0.171773044438905,0.7346549421184,24,14,6
"84",0.700018043558761,0.16173497327157,0.740619436336058,24,40,7
"85",0.70278640623826,0.133845808372065,0.800817274773959,49,27,7
"86",0.707342428527954,0.0199812431277893,0.855549217623472,19,38,4
"87",0.707475930354758,0.0430111636611656,0.58048713507615,43,18,3
"88",0.713006762038395,0.102194018290685,0.880141452677921,30,20,3
"89",0.741735425776215,0.0390223450909578,0.530646608189866,19,16,4
"90",0.704809620855815,0.0968332536329934,0.711640232555941,32,31,4
"91",0.707967656650018,0.0758960349864582,0.87898386781346,43,36,3
"92",0.710474403487912,0.133425610815517,0.671084133772645,21,26,5
"93",0.710644913180889,0.148225877452914,0.856565345110837,50,17,4
"94",0.717217029926819,0.0908766932226019,0.688211099789571,36,24,7
"95",0.707227560899133,0.179319552668736,0.720893309890106,38,31,3
"96",0.694862199542353,0.071324746088367,0.592768767777458,43,37,9
"97",0.718232876508671,0.191312189694408,0.893452078290004,18,33,6
"98",0.707246466739913,0.103597505679817,0.84602821753975,21,30,6
"99",0.699715187431539,0.0337507292072824,0.848861086995713,33,20,7
"100",0.677282163668349,0.185252063474406,0.64612210557051,28,11,8
"101",0.680594471455768,0.0506902823141497,0.722087471133657,25,9,9
"102",0.71239744551463,0.0802950281675556,0.70734193904018,29,23,4
"103",0.702294866800276,0.0532137758024665,0.717294046143442,50,9,5
"104",0.712280040074963,0.0399208929662849,0.885358173482586,19,9,4
"105",0.698440439779016,0.170384802231595,0.515546105420403,20,10,3
"106",0.713412738408779,0.196981529785274,0.521712555097416,41,19,9
"107",0.709808961595198,0.0514704020547145,0.5646328599317,23,17,7
"108",0.686796676181279,0.130968948500757,0.8082165646079,32,32,6
"109",0.713115177040425,0.0118422934164619,0.512829670053814,27,25,5
"110",0.708007749452194,0.0764484499273472,0.519632434176747,29,40,7
"111",0.696501794657257,0.142462664534948,0.804871152207907,27,13,4
"112",0.673435228751243,0.0876445279034739,0.789236709547322,32,18,8
"113",0.712960444567915,0.0633547114198352,0.813603925693315,29,11,7
"114",0.709719293144871,0.0322410902498756,0.833007793145161,36,16,3
"115",0.697433737889422,0.112209840315012,0.574285096181743,22,16,7
"116",0.708459729570841,0.105568139539366,0.808511348725576,43,13,8
"117",0.692205601097204,0.0887983107382152,0.562011858368665,36,30,7
"118",0.705769371955985,0.117047266070265,0.603308626398258,35,38,3
"119",0.711096412824924,0.0434631188662886,0.566584438543394,40,17,8
"120",0.722829756566068,0.0660868182915007,0.511922867152467,35,19,4
"121",0.699278363689126,0.0656841709220526,0.797043633310683,25,31,3
"122",0.715446386454534,0.155014328667538,0.851467451223172,25,26,9
"123",0.709907752813406,0.0458017336334288,0.589348608597275,24,38,6
"124",0.71630853536817,0.0690826312222867,0.529052715726011,18,13,3
"125",0.709770650860983,0.074777362866241,0.650416265720315,29,8,9
"126",0.698287185155393,0.0836540069310972,0.886969922886789,43,21,3
"127",0.712476875484172,0.198405017163893,0.710153227874264,40,33,4
