"","auc","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth"
"1",0.730340929411527,0.151680777663132,0.706516290525906,46,25,3
"2",0.712654502131416,0.0675990773065714,0.665850087036379,38,21,5
"3",0.702202115078022,0.172231915437849,0.630945856254548,34,18,7
"4",0.70063309168149,0.124730987505289,0.775173502527177,37,37,7
"5",0.726432815148082,0.089173489582492,0.698877912904136,17,35,7
"6",0.701732832122565,0.0213324900214793,0.549763731132261,27,32,3
"7",0.69803925076722,0.161695285819005,0.659301347234286,28,33,4
"8",0.692179865154003,0.0579337387178093,0.802902123504318,43,28,8
"9",0.70548885033404,0.109443827578914,0.865780647578649,36,15,4
"10",0.711966915983082,0.194424103861209,0.780400287276134,25,16,6
"11",0.703240385797929,0.0486910400992492,0.830481713148765,41,6,9
"12",0.700764073059247,0.0447178051529918,0.567713698861189,30,24,9
"13",0.696950120872342,0.137285740961204,0.588395727132447,45,12,5
"14",0.711536677222339,0.0322309533258667,0.738725810148753,22,9,5
"15",0.708956428460442,0.102900555072585,0.509958589766175,31,40,6
"16",0.723405380020137,0.0847371520972811,0.854662298359908,22,26,9
"17",0.717288987930313,0.122512287236401,0.618477082508616,16,31,3
"18",0.693451814825602,0.170916205310496,0.883548446698114,50,11,7
"19",0.711183033048618,0.189927515096846,0.53773971402552,19,8,8
"20",0.686331321704387,0.0182696500752354,0.756628799415193,48,19,4
"21",0.705799120234604,0.121866475789942,0.70407395978769,36,27,5
"22",0.704015135965671,0.074714116503906,0.574258774333633,40,31,8
"23",0.723551825714195,0.15098765428916,0.843736428442201,50,30,3
"24",0.712905352502557,0.151895949996027,0.576825263900119,47,20,3
"25",0.698677975934791,0.0876380922687403,0.735679618220404,16,14,6
"26",0.708061521142343,0.147949303156602,0.749032377415284,39,26,3
"27",0.695909015166571,0.183470783383308,0.559303742820863,22,12,7
"28",0.696580781285071,0.0899771967730811,0.870922762141656,41,9,9
"29",0.713338774602717,0.0437974725058046,0.832973577373009,19,8,9
"30",0.728624308598477,0.125137603216819,0.803779686327833,43,25,4
"31",0.704239159786844,0.0554259491200908,0.586181317447277,44,25,3
"32",0.720318463822251,0.0967101999205747,0.622717068402935,19,9,7
"33",0.718575908841602,0.146109751792384,0.871758906140578,45,25,5
"34",0.7163261011929,0.149231243163221,0.750788956875465,44,25,3
"35",0.705184057510826,0.150744496047179,0.759376452671662,47,26,3
"36",0.71490860561536,0.129537986916448,0.713101195840072,40,28,4
"37",0.713143770240742,0.113663219089964,0.704996948613053,46,7,3
"38",0.732052823170394,0.101714890099126,0.778344762275554,18,20,3
"39",0.72333614133164,0.133316565585947,0.615272060037218,49,38,6
