"","auc","learning_rate","feature_fraction","num_leaves","min_data_in_leaf","max_depth"
"1",0.791891417007334,0.0568373648516135,0.838542371583171,22,9,5
"2",0.801301614854903,0.153818982940982,0.684848002148792,28,13,3
"3",0.798236956167991,0.112594066042919,0.753006741460413,35,31,7
"4",0.818123592044308,0.196155988831073,0.668052054960281,38,22,3
"5",0.796491250625423,0.146620635304484,0.541862530736253,46,15,4
"6",0.807170819977808,0.0749460238403408,0.807086114357226,20,30,8
"7",0.787440924729477,0.0457120344559662,0.706401840224862,25,17,5
"8",0.784411738165435,0.142913996185758,0.644197304691188,40,18,9
"9",0.80171495584932,0.087546571666142,0.781198560944758,15,27,5
"10",0.803811703504816,0.0637287102716509,0.61030351781752,43,36,4
"11",0.7929651476894,0.0320368164611282,0.528731483663432,47,11,7
"12",0.789669324692633,0.0230005209397059,0.851892824200913,31,26,9
"13",0.799772657315184,0.188387689618976,0.728115340475924,29,23,6
"14",0.80701417064996,0.0833395057836315,0.761890857745893,41,21,3
"15",0.79874545870684,0.171087725736783,0.585738038481213,16,34,9
"16",0.804213948784793,0.178128398199799,0.573801499693654,50,39,8
"17",0.793000117427768,0.102930196700618,0.866062582638115,21,6,7
"18",0.782419095883165,0.012748702388024,0.624986326345243,25,32,6
"19",0.788849413840015,0.12849815014936,0.501249405019917,34,5,5
"20",0.798456315440834,0.117967948230798,0.892834949446842,42,38,8
"21",0.79511830805561,0.199982159858709,0.567587088947529,47,39,3
"22",0.799275552689625,0.183497937769896,0.795516148840114,37,25,3
"23",0.797892161696983,0.128561375797695,0.668018952450432,38,22,5
"24",0.797043277493208,0.197259679946648,0.681086069383812,38,15,4
"25",0.791141630372452,0.178821775598464,0.510369386369431,47,22,3
"26",0.804071450487664,0.0162862603573897,0.792928947303444,43,23,4
"27",0.798846516296452,0.155826038098983,0.723645038552582,42,25,3
"28",0.798143421217778,0.178040602939199,0.552735171400663,25,35,9
"29",0.794178800925676,0.159395968641145,0.739840349460021,24,12,6
"30",0.796485018239785,0.0583747207442066,0.641173974059988,35,36,7
"31",0.802646189964015,0.161935103925739,0.682053349510965,28,22,3
"32",0.811117956118649,0.167677798828202,0.52608687122119,38,32,3
"33",0.796502072805429,0.176377753119329,0.527974443370104,30,40,3
"34",0.796296798160913,0.189156777852438,0.750259079748101,38,16,3
"35",0.781737821339174,0.190769057140602,0.537843185523618,48,18,8
"36",0.807613870164935,0.0495799730981207,0.665766773722926,38,22,3
"37",0.80304828637715,0.192178268913319,0.630229185432807,38,24,3
"38",0.800261712823368,0.0657990616508876,0.53387678626338,50,11,8
"39",0.789962898777549,0.120963160098488,0.661140944373421,49,7,6
"40",0.80846034679228,0.199869944140915,0.863386938940878,38,22,3
"41",0.807149487979648,0.0452302291908255,0.599100840850081,45,7,3
"42",0.794734606822432,0.150298822240198,0.749648562254943,49,10,8
"43",0.79632969914128,0.0157447566133924,0.894391794093512,42,19,4
"44",0.801936922389336,0.168939616727172,0.528253308485542,38,30,9
"45",0.788595252091116,0.0597825977834337,0.86985682985764,38,5,8
"46",0.808353885718498,0.0887273033088376,0.785931946405768,40,30,6
"47",0.802835411478948,0.192559814691406,0.702965797178016,37,22,3
"48",0.797312593383751,0.028702016612913,0.767220502109919,19,29,6
"49",0.779302682579993,0.198326410400376,0.658249609321076,35,18,9
"50",0.792569254135872,0.166335140112513,0.524252384575922,26,25,8
"51",0.805802626386085,0.0597899613812962,0.776292488062009,20,36,5
"52",0.791249095723233,0.133054739261393,0.719610048947483,30,13,7
"53",0.794928466650377,0.139001268935271,0.555145540441386,16,5,8
"54",0.793641476011634,0.199577105841113,0.663920634589356,49,22,3
"55",0.801587583152731,0.0711024191016727,0.830583895466477,50,22,3
"56",0.798291729884435,0.102658122885723,0.684385240464285,30,25,3
"57",0.78736456306979,0.0230016424314957,0.800421236393787,23,14,8
"58",0.803911815930276,0.0742585959722428,0.82180612664409,49,23,7
"59",0.795451816025833,0.0349640330009139,0.882794501355756,22,24,9
"60",0.802410107622874,0.0522984020988131,0.537080724077765,25,36,3
"61",0.805843838820721,0.0521192592177098,0.729234739355464,17,33,3
"62",0.807944322783887,0.128697805002937,0.570217716907803,40,32,6
"63",0.795235681501803,0.141595594216911,0.88680758047495,18,30,6
"64",0.790144268807456,0.0215342170330905,0.516964516138937,31,24,6
"65",0.793287506304845,0.0754535034386744,0.823244879685715,44,14,5
"66",0.788374755675149,0.119541014790155,0.80389007930262,39,5,5
"67",0.808630901906649,0.0886238747266331,0.625423427281156,21,37,9
"68",0.802385204609545,0.0293404730450432,0.755529129041545,47,34,8
"69",0.798134561628045,0.0162642695346894,0.853334967214521,24,32,4
"70",0.804638635142693,0.104115449195977,0.742678142576665,42,15,3
"71",0.794513408131415,0.0662411266009044,0.688974064124562,23,11,4
"72",0.805628227784091,0.189526358229984,0.665216892745148,37,21,3
"73",0.792789998474144,0.172104638055866,0.638091761269886,19,39,9
"74",0.79815206983459,0.170216990371847,0.67655915751424,38,24,3
"75",0.785645598549871,0.122625095807684,0.638439840413537,46,10,7
"76",0.798288436330531,0.114807721399895,0.50632020147061,15,33,6
"77",0.813063074688899,0.0651977262360905,0.573453691690601,35,10,4
"78",0.793226424421862,0.0354185068532708,0.6751883645433,23,24,9
"79",0.796205678427467,0.0951897727695852,0.513368530830275,25,21,9
"80",0.80116447896526,0.101579137324996,0.861029204768687,20,26,4
"81",0.790674413828596,0.126922967108104,0.575523654671106,48,15,8
"82",0.784208370447024,0.0170341577343736,0.515185436950624,43,40,5
"83",0.787295433654221,0.0986680341117829,0.685186946587544,43,21,9
"84",0.804626664940468,0.0989338409750955,0.500549048682768,42,11,4
"85",0.816117172788937,0.0371508770664362,0.898976688857097,25,9,3
