"equipo","modelo","semilla","exactitud","precision","precision_secundaria","promedio","f1","recall"
"WAS","azar",4170,0.5625,0.661971830985915,0.390243902439024,0.538238577808313,0.657342657342657,0.652777777777778
"WAS","azar",3951,0.526785714285714,0.633802816901408,0.341463414634146,0.500683981940423,0.629370629370629,0.625
"WAS","azar",5491,0.526785714285714,0.633802816901408,0.341463414634146,0.500683981940423,0.629370629370629,0.625
"WAS","azar",1762,0.508928571428571,0.619718309859155,0.317073170731707,0.481906684006478,0.615384615384615,0.611111111111111
"WAS","azar",3409,0.455357142857143,0.577464788732394,0.24390243902439,0.425574790204643,0.573426573426573,0.569444444444444
"WAS","azar",3980,0.651785714285714,0.732394366197183,0.51219512195122,0.632125067478039,0.727272727272727,0.722222222222222
"WAS","azar",1383,0.544642857142857,0.647887323943662,0.365853658536585,0.519461279874368,0.643356643356643,0.638888888888889
"WAS","azar",768,0.4375,0.563380281690141,0.219512195121951,0.406797492270697,0.559440559440559,0.555555555555556
"WAS","azar",1058,0.491071428571429,0.605633802816901,0.292682926829268,0.463129386072533,0.601398601398601,0.597222222222222
"WAS","azar",8585,0.508928571428571,0.619718309859155,0.317073170731707,0.481906684006478,0.615384615384615,0.611111111111111
"WAS","azar",564,0.526785714285714,0.633802816901408,0.341463414634146,0.500683981940423,0.629370629370629,0.625
"WAS","azar",2478,0.544642857142857,0.647887323943662,0.365853658536585,0.519461279874368,0.643356643356643,0.638888888888889
"WAS","azar",9481,0.473214285714286,0.591549295774648,0.268292682926829,0.444352088138588,0.587412587412588,0.583333333333333
"WAS","azar",5701,0.526785714285714,0.633802816901408,0.341463414634146,0.500683981940423,0.629370629370629,0.625
"WAS","azar",8455,0.5625,0.661971830985915,0.390243902439024,0.538238577808313,0.657342657342657,0.652777777777778
"WAS","azar",6401,0.526785714285714,0.633802816901408,0.341463414634146,0.500683981940423,0.629370629370629,0.625
"WAS","azar",3291,0.580357142857143,0.676056338028169,0.414634146341463,0.557015875742258,0.671328671328671,0.666666666666667
"WAS","azar",9579,0.473214285714286,0.591549295774648,0.268292682926829,0.444352088138588,0.587412587412588,0.583333333333333
"WAS","azar",1438,0.508928571428571,0.619718309859155,0.317073170731707,0.481906684006478,0.615384615384615,0.611111111111111
"WAS","azar",3142,0.544642857142857,0.647887323943662,0.365853658536585,0.519461279874368,0.643356643356643,0.638888888888889
