"equipo","modelo","semilla","exactitud","precision","precision_secundaria","promedio","f1","recall"
"IND","azar",4170,0.56140350877193,0.671052631578947,0.342105263157895,0.524853801169591,0.671052631578947,0.671052631578947
"IND","azar",3951,0.508771929824561,0.631578947368421,0.263157894736842,0.467836257309941,0.631578947368421,0.631578947368421
"IND","azar",5491,0.614035087719298,0.710526315789474,0.421052631578947,0.58187134502924,0.710526315789474,0.710526315789474
"IND","azar",1762,0.596491228070175,0.697368421052632,0.394736842105263,0.562865497076023,0.697368421052632,0.697368421052632
"IND","azar",3409,0.456140350877193,0.592105263157895,0.184210526315789,0.410818713450292,0.592105263157895,0.592105263157895
"IND","azar",3980,0.578947368421053,0.684210526315789,0.368421052631579,0.543859649122807,0.684210526315789,0.684210526315789
"IND","azar",1383,0.543859649122807,0.657894736842105,0.315789473684211,0.505847953216374,0.657894736842105,0.657894736842105
"IND","azar",768,0.56140350877193,0.671052631578947,0.342105263157895,0.524853801169591,0.671052631578947,0.671052631578947
"IND","azar",1058,0.578947368421053,0.684210526315789,0.368421052631579,0.543859649122807,0.684210526315789,0.684210526315789
"IND","azar",8585,0.526315789473684,0.644736842105263,0.289473684210526,0.486842105263158,0.644736842105263,0.644736842105263
"IND","azar",564,0.526315789473684,0.644736842105263,0.289473684210526,0.486842105263158,0.644736842105263,0.644736842105263
"IND","azar",2478,0.526315789473684,0.644736842105263,0.289473684210526,0.486842105263158,0.644736842105263,0.644736842105263
"IND","azar",9481,0.543859649122807,0.657894736842105,0.315789473684211,0.505847953216374,0.657894736842105,0.657894736842105
"IND","azar",5701,0.596491228070175,0.697368421052632,0.394736842105263,0.562865497076023,0.697368421052632,0.697368421052632
"IND","azar",8455,0.578947368421053,0.684210526315789,0.368421052631579,0.543859649122807,0.684210526315789,0.684210526315789
"IND","azar",6401,0.543859649122807,0.657894736842105,0.315789473684211,0.505847953216374,0.657894736842105,0.657894736842105
"IND","azar",3291,0.578947368421053,0.684210526315789,0.368421052631579,0.543859649122807,0.684210526315789,0.684210526315789
"IND","azar",9579,0.526315789473684,0.644736842105263,0.289473684210526,0.486842105263158,0.644736842105263,0.644736842105263
"IND","azar",1438,0.456140350877193,0.592105263157895,0.184210526315789,0.410818713450292,0.592105263157895,0.592105263157895
"IND","azar",3142,0.614035087719298,0.710526315789474,0.421052631578947,0.58187134502924,0.710526315789474,0.710526315789474
