"equipo","modelo","semilla","exactitud","precision","precision_secundaria","promedio","f1","recall"
"BAL","azar",4170,0.584158415841584,0.625,0.533333333333333,0.580830583058306,0.625,0.625
"BAL","azar",3951,0.564356435643564,0.607142857142857,0.511111111111111,0.560870134632511,0.607142857142857,0.607142857142857
"BAL","azar",5491,0.465346534653465,0.517857142857143,0.4,0.461067892503536,0.517857142857143,0.517857142857143
"BAL","azar",1762,0.485148514851485,0.535714285714286,0.422222222222222,0.481028340929331,0.535714285714286,0.535714285714286
"BAL","azar",3409,0.504950495049505,0.553571428571429,0.444444444444444,0.500988789355126,0.553571428571429,0.553571428571429
"BAL","azar",3980,0.584158415841584,0.625,0.533333333333333,0.580830583058306,0.625,0.625
"BAL","azar",1383,0.524752475247525,0.571428571428571,0.466666666666667,0.520949237780921,0.571428571428571,0.571428571428571
"BAL","azar",768,0.485148514851485,0.535714285714286,0.422222222222222,0.481028340929331,0.535714285714286,0.535714285714286
"BAL","azar",1058,0.504950495049505,0.553571428571429,0.444444444444444,0.500988789355126,0.553571428571429,0.553571428571429
"BAL","azar",8585,0.485148514851485,0.535714285714286,0.422222222222222,0.481028340929331,0.535714285714286,0.535714285714286
"BAL","azar",564,0.584158415841584,0.625,0.533333333333333,0.580830583058306,0.625,0.625
"BAL","azar",2478,0.425742574257426,0.482142857142857,0.355555555555556,0.421146995651946,0.482142857142857,0.482142857142857
"BAL","azar",9481,0.405940594059406,0.464285714285714,0.333333333333333,0.401186547226151,0.464285714285714,0.464285714285714
"BAL","azar",5701,0.445544554455446,0.5,0.377777777777778,0.441107444077741,0.5,0.5
"BAL","azar",8455,0.504950495049505,0.553571428571429,0.444444444444444,0.500988789355126,0.553571428571429,0.553571428571429
"BAL","azar",6401,0.504950495049505,0.553571428571429,0.444444444444444,0.500988789355126,0.553571428571429,0.553571428571429
"BAL","azar",3291,0.504950495049505,0.553571428571429,0.444444444444444,0.500988789355126,0.553571428571429,0.553571428571429
"BAL","azar",9579,0.623762376237624,0.660714285714286,0.577777777777778,0.620751479909896,0.660714285714286,0.660714285714286
"BAL","azar",1438,0.603960396039604,0.642857142857143,0.555555555555556,0.600791031484101,0.642857142857143,0.642857142857143
"BAL","azar",3142,0.603960396039604,0.642857142857143,0.555555555555556,0.600791031484101,0.642857142857143,0.642857142857143
