"equipo","modelo","semilla","exactitud","precision","precision_secundaria","promedio","f1","recall"
"NYG","azar",4170,0.521739130434783,0.576923076923077,0.45,0.516220735785953,0.576923076923077,0.576923076923077
"NYG","azar",3951,0.41304347826087,0.480769230769231,0.325,0.406270903010033,0.480769230769231,0.480769230769231
"NYG","azar",5491,0.456521739130435,0.519230769230769,0.375,0.450250836120401,0.519230769230769,0.519230769230769
"NYG","azar",1762,0.456521739130435,0.519230769230769,0.375,0.450250836120401,0.519230769230769,0.519230769230769
"NYG","azar",3409,0.521739130434783,0.576923076923077,0.45,0.516220735785953,0.576923076923077,0.576923076923077
"NYG","azar",3980,0.543478260869565,0.596153846153846,0.475,0.538210702341137,0.596153846153846,0.596153846153846
"NYG","azar",1383,0.565217391304348,0.615384615384615,0.5,0.560200668896321,0.615384615384615,0.615384615384615
"NYG","azar",768,0.543478260869565,0.596153846153846,0.475,0.538210702341137,0.596153846153846,0.596153846153846
"NYG","azar",1058,0.478260869565217,0.538461538461538,0.4,0.472240802675585,0.538461538461538,0.538461538461538
"NYG","azar",8585,0.456521739130435,0.519230769230769,0.375,0.450250836120401,0.519230769230769,0.519230769230769
"NYG","azar",564,0.456521739130435,0.519230769230769,0.375,0.450250836120401,0.519230769230769,0.519230769230769
"NYG","azar",2478,0.5,0.557692307692308,0.425,0.494230769230769,0.557692307692308,0.557692307692308
"NYG","azar",9481,0.543478260869565,0.596153846153846,0.475,0.538210702341137,0.596153846153846,0.596153846153846
"NYG","azar",5701,0.456521739130435,0.519230769230769,0.375,0.450250836120401,0.519230769230769,0.519230769230769
"NYG","azar",8455,0.565217391304348,0.615384615384615,0.5,0.560200668896321,0.615384615384615,0.615384615384615
"NYG","azar",6401,0.478260869565217,0.538461538461538,0.4,0.472240802675585,0.538461538461538,0.538461538461538
"NYG","azar",3291,0.456521739130435,0.519230769230769,0.375,0.450250836120401,0.519230769230769,0.519230769230769
"NYG","azar",9579,0.5,0.557692307692308,0.425,0.494230769230769,0.557692307692308,0.557692307692308
"NYG","azar",1438,0.478260869565217,0.538461538461538,0.4,0.472240802675585,0.538461538461538,0.538461538461538
"NYG","azar",3142,0.478260869565217,0.538461538461538,0.4,0.472240802675585,0.538461538461538,0.538461538461538
