"equipo","modelo","semilla","exactitud","precision","precision_secundaria","promedio","f1","recall"
"CHI","azar",4170,0.52,0.5,0.538461538461538,0.519487179487179,0.5,0.5
"CHI","azar",3951,0.54,0.520833333333333,0.557692307692308,0.539508547008547,0.520833333333333,0.520833333333333
"CHI","azar",5491,0.54,0.520833333333333,0.557692307692308,0.539508547008547,0.520833333333333,0.520833333333333
"CHI","azar",1762,0.54,0.520833333333333,0.557692307692308,0.539508547008547,0.520833333333333,0.520833333333333
"CHI","azar",3409,0.46,0.4375,0.480769230769231,0.459423076923077,0.4375,0.4375
"CHI","azar",3980,0.52,0.5,0.538461538461538,0.519487179487179,0.5,0.5
"CHI","azar",1383,0.46,0.4375,0.480769230769231,0.459423076923077,0.4375,0.4375
"CHI","azar",768,0.46,0.4375,0.480769230769231,0.459423076923077,0.4375,0.4375
"CHI","azar",1058,0.58,0.5625,0.596153846153846,0.579551282051282,0.5625,0.5625
"CHI","azar",8585,0.46,0.4375,0.480769230769231,0.459423076923077,0.4375,0.4375
"CHI","azar",564,0.52,0.5,0.538461538461538,0.519487179487179,0.5,0.5
"CHI","azar",2478,0.46,0.4375,0.480769230769231,0.459423076923077,0.4375,0.4375
"CHI","azar",9481,0.44,0.416666666666667,0.461538461538462,0.439401709401709,0.416666666666667,0.416666666666667
"CHI","azar",5701,0.44,0.416666666666667,0.461538461538462,0.439401709401709,0.416666666666667,0.416666666666667
"CHI","azar",8455,0.52,0.5,0.538461538461538,0.519487179487179,0.5,0.5
"CHI","azar",6401,0.66,0.645833333333333,0.673076923076923,0.659636752136752,0.645833333333333,0.645833333333333
"CHI","azar",3291,0.58,0.5625,0.596153846153846,0.579551282051282,0.5625,0.5625
"CHI","azar",9579,0.46,0.4375,0.480769230769231,0.459423076923077,0.4375,0.4375
"CHI","azar",1438,0.5,0.479166666666667,0.519230769230769,0.499465811965812,0.479166666666667,0.479166666666667
"CHI","azar",3142,0.5,0.479166666666667,0.519230769230769,0.499465811965812,0.479166666666667,0.479166666666667
