"equipo","modelo","semilla","exactitud","precision","precision_secundaria","promedio","f1","recall"
"CAR","azar",4170,0.555555555555556,0.62962962962963,0.444444444444444,0.54320987654321,0.62962962962963,0.62962962962963
"CAR","azar",3951,0.488888888888889,0.574074074074074,0.361111111111111,0.474691358024691,0.574074074074074,0.574074074074074
"CAR","azar",5491,0.533333333333333,0.611111111111111,0.416666666666667,0.52037037037037,0.611111111111111,0.611111111111111
"CAR","azar",1762,0.555555555555556,0.62962962962963,0.444444444444444,0.54320987654321,0.62962962962963,0.62962962962963
"CAR","azar",3409,0.488888888888889,0.574074074074074,0.361111111111111,0.474691358024691,0.574074074074074,0.574074074074074
"CAR","azar",3980,0.511111111111111,0.592592592592593,0.388888888888889,0.497530864197531,0.592592592592593,0.592592592592593
"CAR","azar",1383,0.488888888888889,0.574074074074074,0.361111111111111,0.474691358024691,0.574074074074074,0.574074074074074
"CAR","azar",768,0.466666666666667,0.555555555555556,0.333333333333333,0.451851851851852,0.555555555555556,0.555555555555556
"CAR","azar",1058,0.511111111111111,0.592592592592593,0.388888888888889,0.497530864197531,0.592592592592593,0.592592592592593
"CAR","azar",8585,0.488888888888889,0.574074074074074,0.361111111111111,0.474691358024691,0.574074074074074,0.574074074074074
"CAR","azar",564,0.466666666666667,0.555555555555556,0.333333333333333,0.451851851851852,0.555555555555556,0.555555555555556
"CAR","azar",2478,0.511111111111111,0.592592592592593,0.388888888888889,0.497530864197531,0.592592592592593,0.592592592592593
"CAR","azar",9481,0.577777777777778,0.648148148148148,0.472222222222222,0.566049382716049,0.648148148148148,0.648148148148148
"CAR","azar",5701,0.533333333333333,0.611111111111111,0.416666666666667,0.52037037037037,0.611111111111111,0.611111111111111
"CAR","azar",8455,0.555555555555556,0.62962962962963,0.444444444444444,0.54320987654321,0.62962962962963,0.62962962962963
"CAR","azar",6401,0.533333333333333,0.611111111111111,0.416666666666667,0.52037037037037,0.611111111111111,0.611111111111111
"CAR","azar",3291,0.533333333333333,0.611111111111111,0.416666666666667,0.52037037037037,0.611111111111111,0.611111111111111
"CAR","azar",9579,0.422222222222222,0.518518518518518,0.277777777777778,0.406172839506173,0.518518518518518,0.518518518518518
"CAR","azar",1438,0.511111111111111,0.592592592592593,0.388888888888889,0.497530864197531,0.592592592592593,0.592592592592593
"CAR","azar",3142,0.466666666666667,0.555555555555556,0.333333333333333,0.451851851851852,0.555555555555556,0.555555555555556
