"equipo","modelo","semilla","exactitud","precision","precision_secundaria","promedio","f1","recall"
"TEN","azar",4170,0.560975609756098,0.526315789473684,0.590909090909091,0.559400163379624,0.526315789473684,0.526315789473684
"TEN","azar",3951,0.439024390243902,0.394736842105263,0.477272727272727,0.437011319873964,0.394736842105263,0.394736842105263
"TEN","azar",5491,0.48780487804878,0.447368421052632,0.522727272727273,0.485966857276228,0.447368421052632,0.447368421052632
"TEN","azar",1762,0.536585365853659,0.5,0.568181818181818,0.534922394678492,0.5,0.5
"TEN","azar",3409,0.48780487804878,0.447368421052632,0.522727272727273,0.485966857276228,0.447368421052632,0.447368421052632
"TEN","azar",3980,0.463414634146341,0.421052631578947,0.5,0.461489088575096,0.421052631578947,0.421052631578947
"TEN","azar",1383,0.48780487804878,0.447368421052632,0.522727272727273,0.485966857276228,0.447368421052632,0.447368421052632
"TEN","azar",768,0.390243902439024,0.342105263157895,0.431818181818182,0.3880557824717,0.342105263157895,0.342105263157895
"TEN","azar",1058,0.463414634146341,0.421052631578947,0.5,0.461489088575096,0.421052631578947,0.421052631578947
"TEN","azar",8585,0.463414634146341,0.421052631578947,0.5,0.461489088575096,0.421052631578947,0.421052631578947
"TEN","azar",564,0.463414634146341,0.421052631578947,0.5,0.461489088575096,0.421052631578947,0.421052631578947
"TEN","azar",2478,0.560975609756098,0.526315789473684,0.590909090909091,0.559400163379624,0.526315789473684,0.526315789473684
"TEN","azar",9481,0.536585365853659,0.5,0.568181818181818,0.534922394678492,0.5,0.5
"TEN","azar",5701,0.51219512195122,0.473684210526316,0.545454545454545,0.51044462597736,0.473684210526316,0.473684210526316
"TEN","azar",8455,0.560975609756098,0.526315789473684,0.590909090909091,0.559400163379624,0.526315789473684,0.526315789473684
"TEN","azar",6401,0.536585365853659,0.5,0.568181818181818,0.534922394678492,0.5,0.5
"TEN","azar",3291,0.51219512195122,0.473684210526316,0.545454545454545,0.51044462597736,0.473684210526316,0.473684210526316
"TEN","azar",9579,0.463414634146341,0.421052631578947,0.5,0.461489088575096,0.421052631578947,0.421052631578947
"TEN","azar",1438,0.48780487804878,0.447368421052632,0.522727272727273,0.485966857276228,0.447368421052632,0.447368421052632
"TEN","azar",3142,0.536585365853659,0.5,0.568181818181818,0.534922394678492,0.5,0.5
