"equipo","modelo","semilla","exactitud","precision","precision_secundaria","promedio","f1","recall"
"PIT","azar",4170,0.578947368421053,0.682539682539683,0.375,0.545495683653578,0.682539682539683,0.682539682539683
"PIT","azar",3951,0.621052631578947,0.714285714285714,0.4375,0.590946115288221,0.714285714285714,0.714285714285714
"PIT","azar",5491,0.6,0.698412698412698,0.40625,0.568220899470899,0.698412698412698,0.698412698412698
"PIT","azar",1762,0.536842105263158,0.650793650793651,0.3125,0.500045252018936,0.650793650793651,0.650793650793651
"PIT","azar",3409,0.536842105263158,0.650793650793651,0.3125,0.500045252018936,0.650793650793651,0.650793650793651
"PIT","azar",3980,0.621052631578947,0.714285714285714,0.4375,0.590946115288221,0.714285714285714,0.714285714285714
"PIT","azar",1383,0.557894736842105,0.666666666666667,0.34375,0.522770467836257,0.666666666666667,0.666666666666667
"PIT","azar",768,0.6,0.698412698412698,0.40625,0.568220899470899,0.698412698412698,0.698412698412698
"PIT","azar",1058,0.536842105263158,0.650793650793651,0.3125,0.500045252018936,0.650793650793651,0.650793650793651
"PIT","azar",8585,0.557894736842105,0.666666666666667,0.34375,0.522770467836257,0.666666666666667,0.666666666666667
"PIT","azar",564,0.494736842105263,0.619047619047619,0.25,0.454594820384294,0.619047619047619,0.619047619047619
"PIT","azar",2478,0.515789473684211,0.634920634920635,0.28125,0.477320036201615,0.634920634920635,0.634920634920635
"PIT","azar",9481,0.557894736842105,0.666666666666667,0.34375,0.522770467836257,0.666666666666667,0.666666666666667
"PIT","azar",5701,0.557894736842105,0.666666666666667,0.34375,0.522770467836257,0.666666666666667,0.666666666666667
"PIT","azar",8455,0.578947368421053,0.682539682539683,0.375,0.545495683653578,0.682539682539683,0.682539682539683
"PIT","azar",6401,0.515789473684211,0.634920634920635,0.28125,0.477320036201615,0.634920634920635,0.634920634920635
"PIT","azar",3291,0.557894736842105,0.666666666666667,0.34375,0.522770467836257,0.666666666666667,0.666666666666667
"PIT","azar",9579,0.578947368421053,0.682539682539683,0.375,0.545495683653578,0.682539682539683,0.682539682539683
"PIT","azar",1438,0.6,0.698412698412698,0.40625,0.568220899470899,0.698412698412698,0.698412698412698
"PIT","azar",3142,0.557894736842105,0.666666666666667,0.34375,0.522770467836257,0.666666666666667,0.666666666666667
