"Feature","promedio_gain"
"gameClock_mod",0.187479030694026
"yardlineNumber",0.156206499533571
"yardsToGo",0.151464373749629
"down",0.107989239484023
"absoluteYardlineNumber",0.0828434679406327
"diferencia",0.057441415294872
"quarter",0.0512813849936355
"nflId_54520",0.0269072330643493
"nflId_39965",0.0242076777268295
"gameId",0.0205486785478542
"nflId_43845",0.0190218792683314
"nflId_52630",0.0163703333129694
"nflId_44949",0.015293257443936
"nflId_37077",0.0138485970701024
"nflId_42476",0.00844937912209552
"nflId_44917",0.00799186044004995
"nflId_46526",0.00767378228174483
"nflId_53478",0.00734933661168834
"nflId_39983",0.00704196086075175
"nflId_37130",0.00631699756798201
"nflId_48646",0.00455902480288403
"nflId_46103",0.00451800980469136
"nflId_47821",0.00394803765460628
"nflId_42398",0.00302648107789422
"nflId_47808",0.00219006473562565
"nflId_52778",0.00184818267567699
"nflId_47845",0.00167582940138275
"nflId_39973",0.00142063498325279
"nflId_54666",0.000849981093409139
"nflId_52480",0.000237368761502877
