"Feature","promedio_gain"
"gameClock_mod",0.245289723190357
"yardlineNumber",0.142817655921094
"nflId_45094",0.132602839669341
"down",0.116386853092876
"absoluteYardlineNumber",0.0900484546150686
"yardsToGo",0.0692186851759685
"quarter",0.0614109779682151
"diferencia",0.0588681740793833
"gameId",0.0401695570405506
"nflId_52584",0.0114465775604219
"nflId_44853",0.00829215423987055
"nflId_47885",0.00790785974476517
"nflId_47833",0.00690513738761206
"nflId_40488",0.00641072461772434
"nflId_43971",0.00179841703519486
"nflId_52725",0.000426208661557538
