"Feature","promedio_gain"
"nflId_54683",0.204932578378378
"yardsToGo",0.18181073563786
"gameClock_mod",0.144377867638416
"down",0.107829723810707
"diferencia",0.105869595593339
"absoluteYardlineNumber",0.0519683128166534
"yardlineNumber",0.047738082316675
"gameId",0.0380631425221604
"nflId_54571",0.03077133653841
"nflId_47991",0.0176370450303747
"quarter",0.0169021037237771
"nflId_42369",0.0155149510382627
"nflId_54556",0.00986071289421347
"nflId_44816",0.00836034196605664
"nflId_37118",0.00531143566898719
"nflId_46263",0.00398232628748098
"nflId_53027",0.00270388724619834
"nflId_42377",0.00216255995335408
"nflId_37079",0.00175219544455661
"nflId_41233",0.00137606043289497
"nflId_44896",0.00130288050693949
"nflId_54522",0.00106928131714214
"nflId_42033",0.00102100366523174
"nflId_41667",0.00101119773871602
"nflId_53558",0.000509044631934422
"nflId_53009",0.000508206580725278
