"Feature","promedio_gain"
"nflId_53959",0.189638171012704
"gameClock_mod",0.168000422357121
"nflId_44947",0.124517187692883
"down",0.0982660796373086
"nflId_43584",0.0678458595004051
"yardsToGo",0.0638488729648647
"yardlineNumber",0.0563597327410403
"diferencia",0.05143201407461
"absoluteYardlineNumber",0.0467615386296906
"nflId_44930",0.0264946317319856
"nflId_47791",0.0201985239978266
"quarter",0.016023886051552
"nflId_52529",0.0145135262771726
"nflId_48680",0.0132696162865969
"gameId",0.00891539229890964
"nflId_46679",0.00879408045692267
"nflId_53541",0.00640473529321245
"nflId_52443",0.00546226972737678
"nflId_52574",0.00462895071133776
"nflId_46130",0.0035611101313563
"nflId_52483",0.00266852053450037
"nflId_48707",0.00193697526478647
"nflId_45721",0.00172015400097106
"nflId_46089",0.000450374945447349
