"Feature","promedio_gain"
"gameClock_mod",0.156634820323317
"absoluteYardlineNumber",0.125376285570814
"yardlineNumber",0.11580771570797
"nflId_47924",0.0990302730273618
"diferencia",0.0930712187068951
"down",0.0887313942949567
"yardsToGo",0.0719567340208879
"gameId",0.0554172354770962
"nflId_54517",0.0533936488983944
"nflId_48988",0.0519797593991247
"quarter",0.0286187022492715
"nflId_53484",0.021225150968606
"nflId_54485",0.0112359337195152
"nflId_44814",0.0104760912728048
"nflId_47849",0.00941580866500804
"nflId_54905",0.00244057062217805
"nflId_53453",0.00212032863121374
"nflId_47876",0.0014823023954884
"nflId_52457",0.00112872992572206
"nflId_54673",0.00111455429200045
"nflId_43487",0.000597236234964548
