"Feature","promedio_gain"
"nflId_54476",0.164643992504795
"yardsToGo",0.119557594350617
"down",0.102539130920347
"diferencia",0.094950605557456
"gameClock_mod",0.0859695116082191
"nflId_44009",0.0705855011841725
"nflId_52513",0.0667011617846971
"nflId_43336",0.0508494846181686
"nflId_53098",0.0367007052329335
"yardlineNumber",0.0262989323468281
"nflId_52942",0.0253277589163405
"nflId_43525",0.0247467592704954
"nflId_43383",0.0233563186950717
"absoluteYardlineNumber",0.0196122124107672
"gameId",0.0177517167784087
"nflId_52666",0.0134255342723296
"nflId_45244",0.0111562772130385
"nflId_52762",0.00810265318458206
"nflId_37110",0.00804789651966658
"quarter",0.00774115980934316
"nflId_44879",0.00511698287557963
"nflId_46160",0.00400685479733463
"nflId_42350",0.00397417917342294
"nflId_46542",0.00215883858796819
"nflId_53932",0.00147723019435859
"nflId_40129",0.00137425196207596
"nflId_55133",0.00133820135138437
"nflId_42344",0.0012620767560506
"nflId_37101",0.00118625680551756
"nflId_42356",0.00112067335339163
"nflId_41292",0.000954655577167378
"nflId_55125",0.000938324880441692
"nflId_47831",0.000641637394141788
