"Feature","promedio_gain"
"down",0.339870577485068
"yardsToGo",0.297805902991274
"nflId_41808",0.109730564052166
"yardlineNumber",0.0641567861142602
"nflId_54042",0.0583682975938483
"nflId_45355",0.0556079416286095
"nflId_53612",0.0224338300702421
"quarter",0.0125262875800363
"gameClock_mod",0.0113479120943582
"nflId_54473",0.0111465507605441
"absoluteYardlineNumber",0.0099047184879218
"gameId",0.00405976948384503
"diferencia",0.00130930904334209
"nflId_46992",0.00116156068669951
"nflId_53433",0.00105485843605395
"nflId_42486",0.000951095479704163
"nflId_48374",0.000551194004652082
"nflId_48723",0.000269238354725149
