"Feature","promedio_gain"
"gameClock_mod",0.162118084065818
"yardlineNumber",0.125500182387905
"absoluteYardlineNumber",0.122474408893322
"yardsToGo",0.109685927023428
"down",0.0961675006753826
"nflId_42569",0.0668031575496861
"quarter",0.0593210460645939
"gameId",0.0581222126610972
"nflId_42489",0.0462346827106101
"nflId_54528",0.0351222661219226
"diferencia",0.0228348115764639
"nflId_44985",0.0159629132294044
"nflId_47879",0.01124228705718
"nflId_53855",0.0110733128635902
"nflId_53079",0.0107134187363294
"nflId_48011",0.0103431693690723
"nflId_42392",0.00830740654690419
"nflId_53522",0.00810301377258031
"nflId_47857",0.00526242884077507
"nflId_39684",0.00378070098703795
"nflId_40124",0.00326367244323684
"nflId_42818",0.0027231147335514
"nflId_42448",0.002227495234143
"nflId_52494",0.00181202856934983
"nflId_54613",0.00170535611848319
"nflId_52536",0.00121039995424655
