"Feature","promedio_gain"
"diferencia",0.121350405084525
"down",0.116615764970521
"yardsToGo",0.112123367741858
"gameClock_mod",0.107748229653225
"yardlineNumber",0.0904063788501167
"absoluteYardlineNumber",0.0780843176745715
"nflId_52598",0.0501291903466408
"gameId",0.0433414899672297
"nflId_52625",0.0326685236185123
"quarter",0.0321702359692217
"nflId_46377",0.0298802227809142
"nflId_40078",0.0251319281519093
"nflId_47819",0.0248962297511653
"nflId_44959",0.0241283534033074
"nflId_53584",0.0197470422194261
"nflId_42428",0.0170366274807438
"nflId_35443",0.0160352652757701
"nflId_53432",0.0122409475694177
"nflId_46256",0.011014604949868
"nflId_41291",0.00803159822578515
"nflId_45069",0.00664155386572719
"nflId_46331",0.00581463461219087
"nflId_52561",0.00472418156417652
"nflId_54599",0.00392663744771521
"nflId_44820",0.00344788277422476
"nflId_46078",0.00121528189728676
"nflId_53623",0.00106891760130655
"nflId_41500",0.000510693918876337
"nflId_54558",0.000418092735555783
"nflId_52433",0.000283542933324916
