"Feature","promedio_gain"
"down",0.246534874594093
"nflId_45798",0.177944986393458
"yardsToGo",0.169223565901907
"diferencia",0.0961245355911547
"gameClock_mod",0.0946745770045976
"yardlineNumber",0.0471083864623253
"absoluteYardlineNumber",0.0447779819944992
"nflId_53640",0.0326651195631161
"nflId_42347",0.0213684563596668
"nflId_46104",0.0120075145656815
"nflId_44898",0.0098218698211691
"gameId",0.00932739080785035
"nflId_54667",0.00866659787835047
"quarter",0.00836738169505889
"nflId_52523",0.00767698369126239
"nflId_42503",0.00591683703516094
"nflId_46235",0.00230225085909648
"nflId_54564",0.00179539172046691
"nflId_44841",0.00109287914985997
"nflId_53520",0.00104069163408774
"nflId_47605",0.00098293668651068
"nflId_53897",0.000748731510945187
"nflId_52595",0.00066215922538806
"nflId_47901",0.000535331145376654
"nflId_45339",0.000373949696152077
"nflId_53539",0.00014851883108978
"nflId_43297",0.000104238871479949
