"Feature","promedio_gain"
"yardsToGo",0.202555273027753
"down",0.194442512775901
"gameClock_mod",0.121858417173095
"absoluteYardlineNumber",0.090600620703175
"yardlineNumber",0.0887852990143623
"diferencia",0.0698618663322459
"quarter",0.0602017515437056
"nflId_39965",0.0332208082620922
"nflId_54520",0.031606938282626
"nflId_39983",0.0251668017733058
"nflId_46526",0.0173288089022428
"gameId",0.0120792844656753
"nflId_42398",0.0115089638239245
"nflId_37077",0.00983825401405401
"nflId_44949",0.00949947329865437
"nflId_52630",0.00383916725296559
"nflId_48646",0.00373002707708804
"nflId_53478",0.00308251858601895
"nflId_47821",0.00256597304711504
"nflId_42476",0.00225706514409782
"nflId_44917",0.00194781369526644
"nflId_46103",0.00171709912248251
"nflId_37130",0.00154169562906433
"nflId_47808",0.000791778398060156
"nflId_46090",0.000718279584371847
"nflId_39973",0.000682264059617126
"nflId_42367",0.000530092484960967
"nflId_52480",0.000474472059594699
