"Feature","promedio_gain"
"gameClock_mod",0.133177274574814
"yardsToGo",0.0983248018103349
"nflId_54476",0.0915612222708172
"diferencia",0.0839213052118827
"yardlineNumber",0.0815966121746785
"down",0.0717849973785996
"absoluteYardlineNumber",0.0653145783003086
"nflId_52513",0.0423415438729643
"nflId_53098",0.0320534740011722
"gameId",0.0313180717345544
"nflId_44009",0.0292822256971809
"quarter",0.0265474122223799
"nflId_45244",0.0253957399613522
"nflId_44879",0.0231425991167595
"nflId_43336",0.0207004944876429
"nflId_52942",0.0184713078946656
"nflId_37110",0.0179510160067856
"nflId_46160",0.0164232974752513
"nflId_52666",0.0150343042507582
"nflId_43525",0.0137920803396587
"nflId_43383",0.0122834777284823
"nflId_37101",0.0107535453921499
"nflId_42356",0.00940396121332402
"nflId_46542",0.00642060506695246
"nflId_42350",0.00530424210037742
"nflId_55133",0.00443695172230766
"nflId_41292",0.00420432367197015
"nflId_52762",0.00313171013974487
"nflId_42344",0.00194185845937867
"nflId_55125",0.00190039275908823
"nflId_40129",0.000997665852536367
"nflId_53932",0.000753457104660738
"nflId_47831",0.000566098669655449
"nflId_48415",0.000262407596548537
