"Feature","promedio_gain"
"yardsToGo",0.236346845583395
"nflId_45268",0.217938731988491
"down",0.0833753255377044
"gameId",0.0665750049838482
"nflId_47852",0.057216493678566
"nflId_46437",0.0556980711349362
"yardlineNumber",0.040496671540334
"diferencia",0.0393791363838592
"gameClock_mod",0.0295428439969623
"nflId_54604",0.029305629685443
"nflId_53456",0.0243348708228816
"nflId_43362",0.0230338174242484
"nflId_42514",0.020998206196128
"nflId_42469",0.0140698652224433
"absoluteYardlineNumber",0.0121944794678701
"nflId_46155",0.0109159395745279
"nflId_43415",0.0108801177101886
"quarter",0.0102753293970546
"nflId_52609",0.00864016982989759
"nflId_52463",0.00353367605395503
"nflId_43295",0.00251820181436124
"nflId_52500",0.00217557092171261
"nflId_47896",0.00126588966720692
"nflId_41245",0.00111576790752079
"nflId_48220",0.000494763167520979
"nflId_54575",0.000484290817468722
"nflId_53560",0.000433030668365261
