"Feature","promedio_gain"
"nflId_43722",0.410894960195339
"nflId_54563",0.126606955439274
"nflId_52474",0.0972795113351978
"down",0.0701229719496337
"quarter",0.0614055775781661
"diferencia",0.050704550176397
"absoluteYardlineNumber",0.0450563693961925
"gameClock_mod",0.0362740169783127
"yardsToGo",0.0346825266764452
"gameId",0.0143050040209775
"nflId_46362",0.0135704909393212
"nflId_54846",0.0124214675170784
"yardlineNumber",0.00996631900947758
"nflId_54481",0.00351673069295799
"nflId_53553",0.00274103386533579
"nflId_41349",0.00265363964217955
"nflId_44852",0.00207451982879312
"nflId_43339",0.00142581512080948
"nflId_41707",0.00133234402003971
"nflId_45012",0.00123624323571308
"nflId_41321",0.00118482616170771
"nflId_54614",0.00116619322676281
"nflId_52516",0.000958233727036942
"nflId_53687",0.0007528353282569
"nflId_42831",0.000687545155624179
"nflId_53480",0.000645308773759669
"nflId_43291",0.000589024464346875
"nflId_41563",0.000236788767329167
