"Feature","promedio_gain"
"quarter",0.181179038275946
"gameClock_mod",0.153281348516707
"yardlineNumber",0.13916088757967
"yardsToGo",0.100655342899193
"down",0.078959122560921
"absoluteYardlineNumber",0.0624631166822465
"nflId_47834",0.0585878351564052
"nflId_47836",0.0556635270573713
"nflId_53579",0.0380571846074456
"gameId",0.0289010436393758
"diferencia",0.0222279423215512
"nflId_52553",0.0162805866615971
"nflId_45102",0.0161225606934761
"nflId_53946",0.0137842299180561
"nflId_52608",0.0121585779050264
"nflId_46302",0.00628941518569465
"nflId_53439",0.00484913300171875
"nflId_53466",0.00465500225094963
"nflId_46118",0.00363375621145165
"nflId_43368",0.00174105674035302
"nflId_54663",0.000812248527385229
"nflId_48514",0.000742317123674971
"nflId_46270",0.000643473980654654
"nflId_39950",0.000391198028166122
