"Feature","promedio_gain"
"nflId_42302",0.453274896691516
"yardsToGo",0.170572968246181
"gameClock_mod",0.134514425385943
"down",0.0601081536675396
"yardlineNumber",0.0454280322602729
"absoluteYardlineNumber",0.0213686158920038
"quarter",0.0210730374852598
"nflId_38696",0.0168473443472568
"diferencia",0.0161612016933596
"nflId_44835",0.0119846475282669
"nflId_53707",0.0109122476214085
"nflId_46116",0.00940437418153258
"nflId_44849",0.00777609904315314
"nflId_52733",0.00568624357250624
"nflId_45785",0.00412873076831764
"nflId_52524",0.00364075812835805
"gameId",0.00300388627282597
"nflId_53454",0.00245942631224202
"nflId_41665",0.00146534503683557
"nflId_53574",0.000869623847716446
"nflId_52708",0.000513017402242618
