"Feature","promedio_gain"
"nflId_42589",0.171119786877503
"down",0.106278833278485
"gameClock_mod",0.094108148764222
"nflId_43334",0.0906696136229939
"yardsToGo",0.0879418691261978
"nflId_54483",0.0644243304337371
"absoluteYardlineNumber",0.0595674860945884
"yardlineNumber",0.0527107292882414
"gameId",0.0491196545578001
"diferencia",0.0413633186938105
"nflId_38538",0.0309274558747666
"nflId_43370",0.0307146397822977
"nflId_54551",0.0305564268163865
"nflId_45280",0.0262881696110606
"quarter",0.0231298887431116
"nflId_39989",0.019731157950728
"nflId_53074",0.00706778719751163
"nflId_53482",0.00607433923692409
"nflId_46506",0.00434755150809143
"nflId_54608",0.00332833687176924
"nflId_54628",0.00195453275250645
"nflId_47865",0.00120663067079749
"nflId_41237",0.000177532303658243
