"Feature","promedio_gain"
"gameClock_mod",0.151322128973172
"yardlineNumber",0.109594607022677
"yardsToGo",0.0967144066846611
"nflId_53591",0.0817305725831402
"absoluteYardlineNumber",0.0816911242070387
"diferencia",0.0701315533236039
"gameId",0.067923884338068
"down",0.063910869511231
"quarter",0.0427924396719591
"nflId_42511",0.029121196711953
"nflId_41325",0.028992141925049
"nflId_44874",0.0283422533712068
"nflId_54519",0.0273710944000257
"nflId_46243",0.023948609499823
"nflId_52440",0.022622744602807
"nflId_40011",0.0222444946377042
"nflId_47839",0.0212139401728891
"nflId_54716",0.012854759758339
"nflId_48683",0.00713675054626265
"nflId_53655",0.00412726540890133
"nflId_47999",0.00311433956461419
"nflId_46213",0.00309882308487374
