"Feature","promedio_gain"
"gameClock_mod",0.133914064572045
"nflId_48475",0.127481781668576
"yardsToGo",0.111721105013066
"yardlineNumber",0.102778027365066
"down",0.100694153881244
"nflId_48489",0.0652134264535547
"absoluteYardlineNumber",0.0643746300581459
"diferencia",0.061086558841304
"quarter",0.0554265732371779
"nflId_46797",0.0431042947174703
"gameId",0.0246326860709607
"nflId_54472",0.0200832704443211
"nflId_46309",0.0160095059096487
"nflId_46071",0.0121841671786079
"nflId_52514",0.009823293424962
"nflId_54508",0.00900424282754915
"nflId_47954",0.00897282771924336
"nflId_45186",0.00875029020129988
"nflId_53727",0.0087050701896886
"nflId_44003",0.00685787158294158
"nflId_54577",0.00655601189310823
"nflId_54532",0.00576492181171058
"nflId_43329",0.00185325744947224
"nflId_53449",0.00169465073233903
"nflId_52551",0.00129180951828382
"nflId_44908",0.000845189299611901
