"Feature","promedio_gain"
"nflId_42721",0.217707896753436
"gameClock_mod",0.163406141118328
"down",0.159475072453546
"yardsToGo",0.0879287060174948
"nflId_48096",0.0757998356145431
"nflId_52526",0.0591254492914904
"nflId_46461",0.0343583965203823
"yardlineNumber",0.032938542220175
"nflId_46109",0.0175630541721745
"diferencia",0.0173697801410418
"nflId_40129",0.0172959609161191
"nflId_52423",0.0159843597926462
"nflId_42358",0.0147369455681871
"gameId",0.0142575955845766
"quarter",0.0132387655107526
"absoluteYardlineNumber",0.0112995711936809
"nflId_41296",0.00954882803650045
"nflId_52660",0.00953519702272379
"nflId_48094",0.00786638766561045
"nflId_38605",0.0053723056982184
"nflId_52454",0.00526736888861478
"nflId_52491",0.00261162708104843
"nflId_41369",0.00215001733634668
"nflId_54545",0.00208720751432187
"nflId_48090",0.0019094817997678
"nflId_53464",0.00165952878122161
"nflId_44832",0.00135442861041014
"nflId_54627",0.00120621409831271
"nflId_52766",0.00115592239631619
"nflId_43384",0.000592474541137881
"nflId_53527",0.000535908286059298
"nflId_44987",0.000479771076285875
