"Feature","promedio_gain"
"yardsToGo",0.17712306690397
"gameClock_mod",0.156701671063015
"down",0.154347146137561
"yardlineNumber",0.0881029147681154
"absoluteYardlineNumber",0.0850134892586282
"diferencia",0.0828330105770843
"nflId_54518",0.0604509232359257
"quarter",0.0357278046732923
"nflId_46173",0.0309921000339634
"nflId_52449",0.0278493915252542
"nflId_53556",0.0268146246315699
"gameId",0.0149108441637823
"nflId_52557",0.0129133226406191
"nflId_53703",0.00699220265415045
"nflId_53677",0.00683736393272308
"nflId_44792",0.00527973207332188
"nflId_47842",0.00475176629309585
"nflId_54538",0.00434646902414083
"nflId_53658",0.00408570409730617
"nflId_33084",0.00336205045986241
"nflId_46275",0.003304607763308
"nflId_53647",0.00268308368552461
"nflId_54542",0.00260849170560093
"nflId_38683",0.00248702907584797
"nflId_48118",0.0024862042207331
"nflId_46367",0.00221800100522442
"nflId_52442",0.00112125355971224
