"Feature","promedio_gain"
"yardsToGo",0.278299864178646
"down",0.24794915789447
"gameClock_mod",0.0987453580595472
"nflId_54520",0.0761423953505784
"diferencia",0.0604917441281101
"yardlineNumber",0.046422598285211
"nflId_43845",0.04587669521004
"quarter",0.0378154232315101
"absoluteYardlineNumber",0.0329764463041091
"nflId_42398",0.0218982322663801
"nflId_39965",0.019238618269674
"nflId_39983",0.00988695545574191
"nflId_37077",0.00823873002022751
"nflId_42476",0.00395244203547871
"gameId",0.00317521402453397
"nflId_46526",0.00308427494839464
"nflId_47821",0.00184648623385323
"nflId_52630",0.00181727898618879
"nflId_48646",0.0013705881663698
"nflId_44917",0.000827658039818184
"nflId_37130",0.000712793877702991
"nflId_47808",0.000647585360505028
"nflId_53478",0.000608686952755517
"nflId_44949",0.000590508928608125
"nflId_52480",0.00058204410901335
"nflId_46090",0.000513359178923353
"nflId_39973",0.000328370806270486
"nflId_46103",0.000143261066120839
