"Feature","promedio_gain"
"nflId_53591",0.14859646825249
"yardsToGo",0.139037584967293
"gameClock_mod",0.0919841958640865
"down",0.082844815603877
"gameId",0.0735904399276795
"yardlineNumber",0.0659561806303753
"diferencia",0.063040868274741
"nflId_44874",0.049238250308598
"nflId_42511",0.0489391264158395
"absoluteYardlineNumber",0.0389080269949518
"nflId_40011",0.0362432096573426
"nflId_54519",0.0336091881868054
"nflId_41325",0.0333164599048599
"nflId_46243",0.0305195751613376
"quarter",0.0277704510203494
"nflId_54716",0.0172693742045524
"nflId_52440",0.00836346434938512
"nflId_47839",0.00633484357780922
"nflId_48683",0.00385312989173917
"nflId_47999",0.0010548025279012
"nflId_53655",0.000558126488654209
"nflId_46213",0.00053873019467046
