"Feature","promedio_gain"
"gameClock_mod",0.179124758393891
"down",0.117844266390898
"yardlineNumber",0.107701479911118
"yardsToGo",0.105607614647767
"diferencia",0.0825984888782303
"nflId_52673",0.0645270324816816
"absoluteYardlineNumber",0.0635831159126788
"nflId_46094",0.0590587185482821
"nflId_52441",0.0578242333804346
"gameId",0.0421829163124243
"nflId_43344",0.0416584048683938
"quarter",0.0304511628654211
"nflId_44990",0.0138711837942733
"nflId_52499",0.00708674648687557
"nflId_52588",0.00708269795149595
"nflId_43495",0.00629998530805732
"nflId_44860",0.00430093311441635
"nflId_48530",0.00416144913239585
"nflId_53434",0.0027087358114277
"nflId_44927",0.00232607580983734
