"Feature","promedio_gain"
"gameClock_mod",0.208510649747254
"yardlineNumber",0.162142607145258
"absoluteYardlineNumber",0.112565494806529
"diferencia",0.103978819847553
"yardsToGo",0.092090695315416
"down",0.0827627023292986
"quarter",0.0461396257667651
"nflId_47853",0.0327604287495031
"gameId",0.0316728748424611
"nflId_52460",0.0246288353363392
"nflId_46158",0.0180281290582632
"nflId_52465",0.0132297871578905
"nflId_53678",0.0122741215488783
"nflId_40089",0.0119814517056269
"nflId_46338",0.0115281915342149
"nflId_47880",0.00883888566399312
"nflId_46830",0.00843541628068268
"nflId_46180",0.00711310562896557
"nflId_47952",0.00602303489279988
"nflId_42837",0.00210608339477824
"nflId_53868",0.00098177566430479
"nflId_41290",0.000751522193822897
"nflId_52544",0.000729300408060402
"nflId_46376",0.00072646098134033
