"Feature","promedio_gain"
"nflId_43722",0.168663395574645
"gameClock_mod",0.158867716060949
"absoluteYardlineNumber",0.0997948188744795
"yardlineNumber",0.0891837421381869
"diferencia",0.070530821562337
"down",0.0673632682782545
"quarter",0.0665158425392828
"yardsToGo",0.0616156941092379
"nflId_54563",0.0476611120656083
"nflId_52474",0.0444884613702876
"gameId",0.0256110213427272
"nflId_46362",0.0219480066762934
"nflId_41349",0.0135319909043446
"nflId_41321",0.0120934493837116
"nflId_53553",0.0116041959130562
"nflId_52516",0.00733496683143256
"nflId_54481",0.00695677195502586
"nflId_44852",0.00665046432200358
"nflId_41707",0.00524257602389873
"nflId_53480",0.00357651780914998
"nflId_41563",0.00228807951837192
"nflId_54846",0.00220977561941948
"nflId_43291",0.00207869419798067
"nflId_45012",0.00185611312133988
"nflId_54614",0.00177594062621695
"nflId_42831",0.00149696959631696
"nflId_43339",0.000646652172793432
"nflId_43484",0.000554733334551144
"nflId_53511",0.000515855762429135
"nflId_53687",0.000436746730617033
